doc_id_1,doc_id_2,shared_bands,jaccard,decision
56133,55284,11,0.9091,duplicate
58478,94511,10,0.8462,duplicate
40614,97591,8,0.7949,below_threshold
99834,28693,11,0.9535,duplicate
94357,61735,3,0.6667,below_threshold
52266,52087,8,0.8462,duplicate
94455,31539,13,0.9459,duplicate
96075,49216,10,0.7736,below_threshold
15272,15365,8,0.8333,duplicate
42710,90535,6,0.7907,below_threshold
42710,42240,14,0.9744,duplicate
90535,42240,7,0.8095,duplicate
51139,98835,14,0.9032,duplicate
77639,77697,8,0.7619,below_threshold
77639,96656,3,0.7000,below_threshold
77639,77620,11,0.8205,duplicate
77697,96656,2,0.5417,below_threshold
77697,77620,10,0.8333,duplicate
96656,77620,2,0.5778,below_threshold
653,574,6,0.7000,below_threshold
99604,4094,13,0.9677,duplicate
21061,90807,8,0.7857,below_threshold
74610,88053,10,0.9459,duplicate
86679,30931,1,0.4590,below_threshold
97288,83630,15,0.9437,duplicate
97288,93631,8,0.7922,below_threshold
83630,93631,8,0.8400,duplicate
63811,98130,11,0.8584,duplicate
50014,89778,15,0.9487,duplicate
96488,78379,5,0.7500,below_threshold
35074,35797,3,0.5854,below_threshold
35074,98496,1,0.5116,below_threshold
35797,98496,2,0.7714,below_threshold
78137,99451,10,0.9074,duplicate
80058,80081,8,0.8857,duplicate
39935,92028,4,0.7895,below_threshold
38218,37526,3,0.7105,below_threshold
56124,96963,9,0.8868,duplicate
98880,73361,13,0.9250,duplicate
3531,3500,11,0.9091,duplicate
58689,99802,14,0.9091,duplicate
99289,81594,8,0.9138,duplicate
1015,954,13,0.8506,duplicate
53143,56617,13,0.9512,duplicate
21954,22225,15,0.9796,duplicate
29092,94023,6,0.7391,below_threshold
94630,37825,13,0.8723,duplicate
13586,91839,9,0.8222,duplicate
38205,38313,6,0.6875,below_threshold
75633,75390,4,0.6604,below_threshold
96135,4659,4,0.7209,below_threshold
90835,29343,5,0.7209,below_threshold
68180,67807,2,0.5690,below_threshold
93717,65761,8,0.8442,duplicate
34317,88287,14,0.9444,duplicate
91842,16415,5,0.6471,below_threshold
23783,99835,11,0.8788,duplicate
76320,95824,10,0.8571,duplicate
95219,69961,10,0.8696,duplicate
98960,48073,12,0.9400,duplicate
99211,79315,9,0.8788,duplicate
11174,11368,3,0.5833,below_threshold
11174,11346,11,0.8986,duplicate
11368,11346,4,0.6269,below_threshold
71457,99787,16,0.9737,duplicate
10523,99223,4,0.8837,duplicate
97604,4771,8,0.7857,below_threshold
89920,87105,7,0.7949,below_threshold
89920,47185,2,0.6087,below_threshold
87105,47185,5,0.7209,below_threshold
53914,94112,10,0.9111,duplicate
31528,31801,12,0.9375,duplicate
975,98217,10,0.9245,duplicate
98909,81333,8,0.8571,duplicate
26807,26999,9,0.7708,below_threshold
22749,92296,3,0.7000,below_threshold
98609,15213,10,0.8974,duplicate
88584,57725,8,0.7447,below_threshold
95466,35993,9,0.8235,duplicate
84848,84847,13,0.9362,duplicate
88382,44267,8,0.8421,duplicate
2550,2867,6,0.7234,below_threshold
17885,96015,7,0.8500,duplicate
95916,63080,10,0.8462,duplicate
96232,63978,14,0.9500,duplicate
32991,99650,7,0.8077,duplicate
17,88377,5,0.7308,below_threshold
9098,95902,10,0.7778,below_threshold
66699,97764,2,0.6750,below_threshold
93199,74896,6,0.7447,below_threshold
98504,36096,14,0.9062,duplicate
41276,92629,4,0.6250,below_threshold
26043,26008,5,0.6275,below_threshold
19705,89414,13,0.9487,duplicate
65924,65894,4,0.6122,below_threshold
71388,71384,6,0.7742,below_threshold
39623,99927,11,0.8974,duplicate
92112,39782,5,0.7143,below_threshold
27617,94865,6,0.8333,duplicate
45584,48480,6,0.8205,duplicate
99012,36001,11,0.9400,duplicate
61368,88303,6,0.8400,duplicate
41288,41370,7,0.8039,duplicate
99278,32536,14,0.9302,duplicate
79719,89113,5,0.8298,duplicate
31147,92918,3,0.7838,below_threshold
30017,90026,5,0.7500,below_threshold
11506,91300,5,0.7647,below_threshold
68723,68698,9,0.8158,duplicate
69526,97384,10,0.8919,duplicate
1300,91040,4,0.7073,below_threshold
20678,89949,7,0.8605,duplicate
10119,9955,6,0.7586,below_threshold
99756,27208,7,0.8519,duplicate
36659,36648,12,0.9429,duplicate
31693,31694,2,0.5085,below_threshold
13603,99848,15,0.9701,duplicate
71462,70932,10,0.8529,duplicate
13121,88643,5,0.7000,below_threshold
93523,59417,8,0.8000,duplicate
35891,35913,11,0.8718,duplicate
59372,88266,11,0.9375,duplicate
98709,17174,12,0.9268,duplicate
93240,83098,6,0.8235,duplicate
95335,85411,7,0.7436,below_threshold
95335,56123,6,0.7436,below_threshold
85411,56123,11,0.8889,duplicate
5212,96428,6,0.6129,below_threshold
77320,89340,12,0.9512,duplicate
92860,67041,6,0.7368,below_threshold
96429,74305,4,0.6364,below_threshold
11433,92615,10,0.8367,duplicate
92332,53169,7,0.7818,below_threshold
97206,63768,11,0.8824,duplicate
23719,23700,1,0.5455,below_threshold
3411,95314,9,0.7647,below_threshold
5705,5623,3,0.6957,below_threshold
53064,52819,1,0.4568,below_threshold
53064,52859,1,0.2805,below_threshold
52819,52859,2,0.4898,below_threshold
42464,41264,3,0.6000,below_threshold
42464,42650,4,0.6429,below_threshold
42464,42468,3,0.5870,below_threshold
41264,42650,6,0.8250,duplicate
41264,42468,4,0.7500,below_threshold
42650,42468,6,0.7619,below_threshold
48374,48247,12,0.8913,duplicate
95484,71546,5,0.7143,below_threshold
59184,98664,12,0.9231,duplicate
94151,64582,10,0.8776,duplicate
8623,98934,11,0.9286,duplicate
88590,20689,10,0.9355,duplicate
51010,51080,6,0.8056,duplicate
75511,96513,4,0.7049,below_threshold
74058,74343,4,0.7037,below_threshold
74058,74064,1,0.5000,below_threshold
74343,74064,3,0.5238,below_threshold
13326,99508,13,0.9149,duplicate
79832,96433,4,0.7209,below_threshold
71828,95351,3,0.7391,below_threshold
2240,2477,7,0.8372,duplicate
66589,66450,13,0.8571,duplicate
54677,55048,1,0.3409,below_threshold
86714,99766,15,0.9714,duplicate
9444,93305,1,0.6571,below_threshold
57548,91502,9,0.7561,below_threshold
79229,97056,10,0.9184,duplicate
2335,2333,2,0.4898,below_threshold
21098,93082,4,0.6364,below_threshold
84766,97703,13,0.8889,duplicate
62475,95696,6,0.7647,below_threshold
98925,32622,13,0.9697,duplicate
77246,88206,11,0.8500,duplicate
96663,32502,12,0.8636,duplicate
90745,58260,15,0.9412,duplicate
11892,11861,7,0.7742,below_threshold
6275,6364,1,0.5333,below_threshold
3341,96944,3,0.7143,below_threshold
45749,90453,14,0.9545,duplicate
45749,99143,10,0.8958,duplicate
90453,99143,8,0.8571,duplicate
9393,95012,12,0.9070,duplicate
99509,81875,11,0.9333,duplicate
69100,69093,1,0.3793,below_threshold
92170,9798,3,0.7500,below_threshold
8406,99461,8,0.8889,duplicate
80020,80107,5,0.7805,below_threshold
99239,62771,11,0.9302,duplicate
98221,7608,10,0.9200,duplicate
78243,95013,10,0.8378,duplicate
73741,73083,2,0.6316,below_threshold
73741,72695,3,0.6857,below_threshold
73083,72695,9,0.8108,duplicate
89266,38920,11,0.9394,duplicate
13178,96815,9,0.8462,duplicate
90992,27708,12,0.9200,duplicate
63317,90477,14,0.9412,duplicate
99842,22300,11,0.9062,duplicate
39580,88544,8,0.8333,duplicate
88265,27918,10,0.9048,duplicate
90651,30269,12,0.9216,duplicate
34900,98523,13,0.9394,duplicate
90781,30214,13,0.9070,duplicate
35292,98568,12,0.9487,duplicate
89834,52673,10,0.9355,duplicate
19248,19200,5,0.7843,below_threshold
41475,97997,15,0.9149,duplicate
99490,5459,12,0.9211,duplicate
10824,10624,14,0.9444,duplicate
95480,83450,8,0.8636,duplicate
95871,20232,4,0.6842,below_threshold
79268,99697,15,0.9583,duplicate
64031,64220,7,0.7708,below_threshold
82922,92255,3,0.7143,below_threshold
63639,95833,7,0.6471,below_threshold
92658,179,4,0.7333,below_threshold
65971,88002,6,0.7714,below_threshold
92292,66141,8,0.8000,duplicate
92292,65845,1,0.4889,below_threshold
66141,65845,1,0.4889,below_threshold
70389,98077,13,0.9000,duplicate
70389,99098,16,0.9744,duplicate
98077,99098,13,0.8780,duplicate
23126,23536,2,0.6774,below_threshold
99033,44443,6,0.8125,duplicate
89305,79824,8,0.8182,duplicate
40047,94797,4,0.7391,below_threshold
3837,98697,5,0.7255,below_threshold
3837,3862,5,0.7400,below_threshold
98697,3862,14,0.9773,duplicate
18983,89118,6,0.6923,below_threshold
97716,24281,10,0.8947,duplicate
81105,81179,4,0.6765,below_threshold
81105,91540,5,0.6471,below_threshold
81179,91540,1,0.4250,below_threshold
91036,57037,11,0.8148,duplicate
95513,12418,8,0.8667,duplicate
99027,57379,10,0.8571,duplicate
95979,49975,8,0.8235,duplicate
95979,50091,8,0.7941,below_threshold
49975,50091,9,0.8485,duplicate
86617,50596,3,0.6087,below_threshold
94102,1690,7,0.8667,duplicate
4343,4384,2,0.6458,below_threshold
43212,99365,12,0.9167,duplicate
23744,93665,10,0.8214,duplicate
95638,50607,8,0.8333,duplicate
92595,97405,7,0.7368,below_threshold
92595,71705,6,0.7838,below_threshold
97405,71705,10,0.8857,duplicate
79071,77550,5,0.6667,below_threshold
79071,99207,4,0.6000,below_threshold
77550,99207,12,0.8857,duplicate
29148,29539,9,0.8125,duplicate
81990,93937,8,0.7619,below_threshold
81990,94479,8,0.8500,duplicate
93937,94479,4,0.6444,below_threshold
32707,32693,4,0.7083,below_threshold
4661,85789,11,0.9048,duplicate
56139,95303,4,0.7500,below_threshold
61596,61738,7,0.7200,below_threshold
41973,91781,3,0.7059,below_threshold
99323,67237,13,0.9375,duplicate
57167,98843,6,0.8387,duplicate
8229,95983,9,0.8462,duplicate
45943,45923,4,0.6585,below_threshold
73528,99139,11,0.9149,duplicate
63455,61801,1,0.4444,below_threshold
93895,6121,7,0.8286,duplicate
93895,92806,6,0.7067,below_threshold
6121,92806,10,0.8551,duplicate
83190,83159,7,0.8478,duplicate
83190,83033,6,0.8085,duplicate
83159,83033,14,0.9556,duplicate
96193,38759,9,0.8049,duplicate
96892,13420,8,0.8571,duplicate
68812,95727,6,0.7931,below_threshold
92465,84421,8,0.8033,duplicate
91481,46559,10,0.8400,duplicate
43017,98656,1,0.6200,below_threshold
43017,42812,2,0.6596,below_threshold
98656,42812,12,0.9302,duplicate
95007,44309,11,0.8333,duplicate
95772,89480,8,0.7059,below_threshold
95772,26344,8,0.7576,below_threshold
95772,89601,7,0.6571,below_threshold
89480,26344,14,0.9333,duplicate
89480,89601,5,0.6111,below_threshold
26344,89601,6,0.6571,below_threshold
5583,5537,15,0.9400,duplicate
82358,94029,3,0.6735,below_threshold
82358,81878,7,0.8444,duplicate
82358,84758,4,0.7447,below_threshold
94029,81878,7,0.8085,duplicate
94029,84758,12,0.9091,duplicate
81878,84758,9,0.8889,duplicate
76566,76669,3,0.5517,below_threshold
54664,91690,8,0.6923,below_threshold
99300,9312,13,0.8889,duplicate
37032,36399,5,0.8000,duplicate
87261,3201,10,0.8000,duplicate
84693,99258,12,0.9574,duplicate
98674,15905,9,0.9000,duplicate
40927,41928,5,0.7593,below_threshold
99567,80932,6,0.8000,duplicate
4810,89961,7,0.7447,below_threshold
94954,4894,7,0.8723,duplicate
38330,38321,8,0.7347,below_threshold
33935,90631,5,0.7358,below_threshold
4973,4959,5,0.6939,below_threshold
56820,56752,5,0.8056,duplicate
76595,98889,5,0.8065,duplicate
89676,70162,12,0.9524,duplicate
63854,98792,14,0.9286,duplicate
90665,32788,13,0.8605,duplicate
47595,47581,6,0.7073,below_threshold
92686,39351,8,0.8421,duplicate
5216,93098,4,0.7568,below_threshold
84533,99341,13,0.9412,duplicate
52843,89182,8,0.7838,below_threshold
38626,89614,7,0.6596,below_threshold
88458,45165,12,0.9474,duplicate
98053,57442,11,0.9111,duplicate
79760,94077,10,0.8286,duplicate
9154,9141,2,0.7209,below_threshold
59000,92127,4,0.6129,below_threshold
95819,50202,12,0.9104,duplicate
84579,99977,13,0.9167,duplicate
94309,39951,10,0.7895,below_threshold
45536,95055,4,0.8000,duplicate
52964,98918,14,0.9118,duplicate
78755,96394,4,0.7818,below_threshold
29887,29156,5,0.6957,below_threshold
99097,86396,11,0.9118,duplicate
34022,34031,8,0.8387,duplicate
94206,70367,4,0.8500,duplicate
54081,89427,1,0.7143,below_threshold
88493,8928,9,0.9231,duplicate
46696,46640,3,0.6410,below_threshold
46696,46590,2,0.4603,below_threshold
46640,46590,2,0.3846,below_threshold
77151,77476,8,0.8205,duplicate
46258,89609,13,0.9524,duplicate
88238,35328,14,0.9556,duplicate
71656,96458,11,0.8000,duplicate
94020,49973,10,0.8378,duplicate
67313,93774,6,0.8462,duplicate
94678,34647,8,0.7674,below_threshold
38439,98367,11,0.8919,duplicate
95705,45985,11,0.8462,duplicate
38958,99999,13,0.9459,duplicate
98500,46739,14,0.9348,duplicate
91805,93456,3,0.6410,below_threshold
91805,10983,12,0.8824,duplicate
93456,10983,4,0.6842,below_threshold
62132,64770,1,0.6087,below_threshold
90580,5325,15,0.9583,duplicate
94121,62661,12,0.8800,duplicate
93532,21576,3,0.7333,below_threshold
92001,69429,6,0.7209,below_threshold
84571,83978,5,0.6739,below_threshold
84571,84511,2,0.5833,below_threshold
83978,84511,1,0.4118,below_threshold
83210,83894,1,0.0854,below_threshold
60583,63035,9,0.8000,duplicate
90539,39751,14,0.9474,duplicate
12379,12395,2,0.5250,below_threshold
6746,6524,1,0.3750,below_threshold
44806,89896,3,0.5405,below_threshold
9002,95798,2,0.6571,below_threshold
99726,6158,14,0.9697,duplicate
12159,98565,13,0.9375,duplicate
54456,94376,5,0.7551,below_threshold
96639,56184,8,0.8333,duplicate
64799,64814,5,0.8684,duplicate
88141,30159,8,0.7200,below_threshold
90657,78769,12,0.9355,duplicate
93213,49750,7,0.8571,duplicate
14201,14333,6,0.8293,duplicate
94610,46946,13,0.9434,duplicate
87771,4593,1,0.2222,below_threshold
90387,38713,2,0.6842,below_threshold
90387,38710,3,0.5902,below_threshold
90387,93907,3,0.6842,below_threshold
38713,38710,9,0.8302,duplicate
38713,93907,11,0.8462,duplicate
38710,93907,7,0.7018,below_threshold
99958,75463,10,0.8485,duplicate
96756,36248,6,0.6923,below_threshold
88388,60453,4,0.7333,below_threshold
84327,84213,5,0.7632,below_threshold
48194,98989,9,0.8889,duplicate
28178,90790,13,0.9412,duplicate
99334,9403,13,0.9459,duplicate
12746,12734,5,0.7647,below_threshold
51021,94363,11,0.8750,duplicate
31788,92927,6,0.7647,below_threshold
35007,99530,13,0.9268,duplicate
68480,98548,14,0.9143,duplicate
93888,39792,6,0.7895,below_threshold
94893,44389,11,0.8947,duplicate
44429,99353,9,0.9118,duplicate
95187,4798,12,0.8095,duplicate
97608,46645,14,0.9385,duplicate
96324,1722,2,0.4286,below_threshold
96324,1776,4,0.6000,below_threshold
1722,1776,3,0.6000,below_threshold
51585,51202,8,0.8158,duplicate
90742,73436,10,0.8605,duplicate
34235,34577,5,0.6279,below_threshold
88762,632,8,0.8000,duplicate
99891,11303,11,0.9062,duplicate
95390,76941,7,0.8462,duplicate
32927,33347,6,0.6579,below_threshold
35451,35433,6,0.8000,duplicate
36290,36156,13,0.8852,duplicate
39545,95217,4,0.8065,duplicate
90612,39529,12,0.8750,duplicate
77452,93747,6,0.8571,duplicate
15193,15633,11,0.8333,duplicate
88306,67837,6,0.7273,below_threshold
2111,98957,15,0.9750,duplicate
35409,98539,7,0.8158,duplicate
62776,62929,1,0.2500,below_threshold
91820,13465,5,0.7000,below_threshold
96013,1877,8,0.8710,duplicate
99518,70484,13,0.9375,duplicate
56675,66028,7,0.8085,duplicate
91166,60332,5,0.7000,below_threshold
5359,89469,2,0.6444,below_threshold
90637,21720,10,0.9535,duplicate
13752,13429,7,0.7857,below_threshold
83560,97729,10,0.8519,duplicate
98897,46501,13,0.9388,duplicate
93327,63037,6,0.6923,below_threshold
62589,89702,16,0.9565,duplicate
99531,78285,15,0.9706,duplicate
73445,89274,4,0.6364,below_threshold
15682,15455,5,0.7500,below_threshold
99501,6026,10,0.8788,duplicate
34834,94298,6,0.7447,below_threshold
86649,91511,4,0.6757,below_threshold
43918,98349,11,0.8824,duplicate
45241,94810,7,0.7895,below_threshold
99072,29336,9,0.8800,duplicate
89179,28056,13,0.9394,duplicate
89017,18456,12,0.9487,duplicate
95495,31172,5,0.7500,below_threshold
90970,78127,9,0.7931,below_threshold
94632,81082,4,0.7391,below_threshold
91783,90082,2,0.6296,below_threshold
88655,48825,13,0.9474,duplicate
88140,11581,10,0.9412,duplicate
32592,90935,13,0.9200,duplicate
95954,60498,5,0.8033,duplicate
98491,58932,9,0.8857,duplicate
79140,88094,12,0.9429,duplicate
80024,79934,5,0.7000,below_threshold
99418,25341,12,0.9167,duplicate
26909,26268,10,0.9149,duplicate
62784,63498,6,0.7551,below_threshold
2156,2225,11,0.8750,duplicate
99366,27807,5,0.8500,duplicate
97804,59998,12,0.9000,duplicate
84302,84296,5,0.6364,below_threshold
98741,78540,11,0.8958,duplicate
99978,79772,11,0.9388,duplicate
22255,22323,2,0.4912,below_threshold
81061,93642,5,0.7447,below_threshold
88173,69037,10,0.8431,duplicate
47339,47335,4,0.7200,below_threshold
57164,98602,15,0.9846,duplicate
96526,78708,11,0.8723,duplicate
28460,27735,1,0.2308,below_threshold
91963,82412,8,0.7333,below_threshold
92692,11132,5,0.7000,below_threshold
81008,91772,1,0.6250,below_threshold
99025,83691,7,0.8182,duplicate
8641,8777,13,0.9062,duplicate
66927,93830,5,0.7949,below_threshold
19854,19036,13,0.8679,duplicate
43822,90251,9,0.8333,duplicate
43822,43894,2,0.5294,below_threshold
43822,43955,1,0.4045,below_threshold
43822,90285,1,0.4444,below_threshold
90251,43894,2,0.4444,below_threshold
90251,43955,1,0.3298,below_threshold
90251,90285,1,0.5294,below_threshold
43894,43955,1,0.5000,below_threshold
43894,90285,5,0.7534,below_threshold
43955,90285,1,0.3516,below_threshold
55147,54696,7,0.7778,below_threshold
75234,97752,11,0.8947,duplicate
95887,26350,7,0.7778,below_threshold
39759,39808,5,0.6667,below_threshold
54234,99709,5,0.8261,duplicate
98407,61651,10,0.9048,duplicate
25510,25240,11,0.8605,duplicate
93826,5171,10,0.8000,duplicate
93826,5553,2,0.4400,below_threshold
5171,5553,2,0.4400,below_threshold
61457,96909,4,0.6500,below_threshold
22250,89002,8,0.8500,duplicate
18418,15906,15,0.9744,duplicate
18515,99295,15,0.9839,duplicate
25652,89094,3,0.7273,below_threshold
47983,96088,11,0.8421,duplicate
49669,49243,2,0.5116,below_threshold
93161,11182,4,0.7436,below_threshold
96524,20761,3,0.6250,below_threshold
99720,76919,11,0.8913,duplicate
71170,91385,5,0.7000,below_threshold
90406,21909,14,0.9355,duplicate
17441,90184,10,0.9231,duplicate
93228,47757,3,0.7222,below_threshold
63390,94232,7,0.8333,duplicate
10266,89377,15,0.9444,duplicate
986,88309,9,0.8462,duplicate
986,96551,13,0.8824,duplicate
88309,96551,8,0.7455,below_threshold
89718,77108,11,0.9394,duplicate
90785,46418,9,0.8298,duplicate
82175,89660,10,0.9200,duplicate
93807,33504,3,0.7600,below_threshold
54537,96547,5,0.6667,below_threshold
21270,93246,3,0.7000,below_threshold
52316,51367,7,0.8571,duplicate
82876,81911,10,0.7800,below_threshold
27509,90942,6,0.7949,below_threshold
96655,81479,10,0.8421,duplicate
36459,93458,6,0.7857,below_threshold
65912,94167,6,0.7692,below_threshold
20157,92492,4,0.7600,below_threshold
50056,49821,7,0.7073,below_threshold
8911,93288,7,0.7297,below_threshold
92690,57302,2,0.6000,below_threshold
89605,13707,11,0.9512,duplicate
48406,49731,6,0.6429,below_threshold
7991,99539,10,0.8611,duplicate
70114,70291,6,0.7609,below_threshold
70114,70109,5,0.8043,duplicate
70114,91331,6,0.7872,below_threshold
70291,70109,4,0.7778,below_threshold
70291,91331,4,0.7609,below_threshold
70109,91331,3,0.7292,below_threshold
50762,95865,6,0.8333,duplicate
4910,4833,4,0.6667,below_threshold
93250,82263,3,0.7073,below_threshold
35396,89563,3,0.6571,below_threshold
17212,94971,11,0.8800,duplicate
20016,20431,3,0.4231,below_threshold
43442,95423,8,0.8462,duplicate
41105,90162,8,0.7857,below_threshold
2360,98093,13,0.9259,duplicate
16637,95438,8,0.8636,duplicate
63356,98484,13,0.9024,duplicate
39570,94551,8,0.7391,below_threshold
86221,93483,2,0.3472,below_threshold
86221,11331,3,0.4058,below_threshold
86221,11730,1,0.2439,below_threshold
93483,11331,9,0.7818,below_threshold
93483,11730,1,0.2716,below_threshold
11331,11730,1,0.2875,below_threshold
89968,93955,8,0.7692,below_threshold
92190,5323,5,0.7000,below_threshold
7421,7501,8,0.8000,duplicate
2205,89402,12,0.9355,duplicate
52443,54095,8,0.8571,duplicate
98627,5761,15,0.9706,duplicate
34579,34524,8,0.7879,below_threshold
92895,16561,4,0.7391,below_threshold
37134,95618,5,0.8182,duplicate
83577,89548,7,0.8286,duplicate
32802,32787,2,0.5769,below_threshold
63002,63497,3,0.7959,below_threshold
94103,39303,2,0.6571,below_threshold
13333,11717,12,0.9302,duplicate
91866,70067,4,0.7273,below_threshold
51838,97493,6,0.8462,duplicate
6284,90971,10,0.8500,duplicate
34507,91368,9,0.8481,duplicate
85582,59937,4,0.7250,below_threshold
99713,64128,12,0.9143,duplicate
41088,41156,8,0.8158,duplicate
98126,53451,14,0.9048,duplicate
31846,85327,16,0.9756,duplicate
31846,28040,10,0.8605,duplicate
85327,28040,10,0.8810,duplicate
28773,28699,8,0.7632,below_threshold
28773,29257,1,0.4565,below_threshold
28699,29257,1,0.4286,below_threshold
50098,90828,14,0.9394,duplicate
46237,93469,7,0.7949,below_threshold
67903,96115,5,0.6757,below_threshold
99061,74118,15,0.9714,duplicate
31676,26454,6,0.8056,duplicate
31676,3789,6,0.7568,below_threshold
26454,3789,13,0.9412,duplicate
91327,84003,4,0.7241,below_threshold
47225,47285,2,0.5294,below_threshold
22407,88751,13,0.9333,duplicate
25386,91099,3,0.6364,below_threshold
58628,88296,13,0.9355,duplicate
94401,50162,13,0.8868,duplicate
34188,99645,13,0.9592,duplicate
99246,56037,12,0.9412,duplicate
41042,41352,5,0.6667,below_threshold
34178,34220,8,0.7955,below_threshold
65554,85012,9,0.8222,duplicate
65554,96885,8,0.7727,below_threshold
85012,96885,4,0.6400,below_threshold
21768,99400,16,0.9796,duplicate
71460,71507,15,0.9444,duplicate
67008,90530,8,0.7544,below_threshold
2730,1366,7,0.8333,duplicate
2730,92196,3,0.7391,below_threshold
1366,92196,2,0.6042,below_threshold
50564,91702,3,0.6471,below_threshold
77496,77391,7,0.8108,duplicate
97990,24037,10,0.8667,duplicate
1590,95459,4,0.7692,below_threshold
93172,35408,4,0.7073,below_threshold
16291,95237,3,0.6389,below_threshold
16291,15833,5,0.7879,below_threshold
16291,15799,6,0.7812,below_threshold
95237,15833,7,0.8235,duplicate
95237,15799,2,0.5000,below_threshold
15833,15799,3,0.6216,below_threshold
3452,5634,10,0.8261,duplicate
97701,37035,7,0.8431,duplicate
27383,91548,6,0.7391,below_threshold
89769,84443,12,0.9394,duplicate
8320,8341,11,0.8889,duplicate
43585,93761,3,0.7297,below_threshold
66701,99890,15,0.9118,duplicate
91667,17335,8,0.7551,below_threshold
11973,12032,12,0.9000,duplicate
11973,95437,5,0.7273,below_threshold
12032,95437,3,0.7576,below_threshold
92125,4004,9,0.7333,below_threshold
84780,99359,8,0.9020,duplicate
86999,98851,12,0.9200,duplicate
51380,99809,12,0.9474,duplicate
30785,30778,1,0.3818,below_threshold
99563,62875,14,0.9524,duplicate
46151,91304,10,0.9059,duplicate
91669,34979,5,0.8298,duplicate
99694,64950,15,0.9744,duplicate
76498,96400,8,0.8696,duplicate
48200,88488,12,0.9286,duplicate
89708,80772,12,0.9375,duplicate
98972,74092,13,0.9286,duplicate
95165,15722,4,0.7551,below_threshold
53772,99435,13,0.9412,duplicate
54084,54131,3,0.6176,below_threshold
32366,31990,6,0.8302,duplicate
99185,67642,12,0.8889,duplicate
98615,52852,12,0.8966,duplicate
41338,91726,4,0.7368,below_threshold
16815,97354,9,0.8750,duplicate
63174,93772,5,0.7500,below_threshold
97544,64854,8,0.7949,below_threshold
16224,97187,11,0.8857,duplicate
89267,32114,9,0.8947,duplicate
91387,49112,6,0.7727,below_threshold
81175,90894,10,0.8776,duplicate
66693,99810,11,0.9189,duplicate
84212,91919,6,0.7778,below_threshold
18813,96593,4,0.7714,below_threshold
97303,62014,13,0.8947,duplicate
80401,80390,1,0.4872,below_threshold
97235,12321,10,0.9200,duplicate
99308,48715,10,0.9091,duplicate
88669,42486,12,0.9459,duplicate
59974,60086,7,0.8250,duplicate
74436,89495,8,0.7551,below_threshold
74436,89412,13,0.9545,duplicate
89495,89412,6,0.7200,below_threshold
79541,99318,14,0.9189,duplicate
23205,23372,10,0.8077,duplicate
23205,99234,9,0.7294,below_threshold
23205,23750,9,0.7381,below_threshold
23372,99234,9,0.8250,duplicate
23372,23750,9,0.8354,duplicate
99234,23750,16,0.9868,duplicate
82541,91025,5,0.7931,below_threshold
27595,99949,13,0.9767,duplicate
53797,53798,8,0.8667,duplicate
53797,53801,6,0.8667,duplicate
53797,53799,4,0.8667,duplicate
53797,53738,6,0.8667,duplicate
53797,53805,8,0.8667,duplicate
53798,53801,8,0.8667,duplicate
53798,53799,6,0.8667,duplicate
53798,53738,6,0.8667,duplicate
53798,53805,9,0.8667,duplicate
53801,53799,6,0.8667,duplicate
53801,53738,5,0.8667,duplicate
53801,53805,5,0.8667,duplicate
53799,53738,5,0.8667,duplicate
53799,53805,3,0.8667,duplicate
53738,53805,5,0.8667,duplicate
86816,98534,13,0.9444,duplicate
14913,14561,7,0.7500,below_threshold
92878,21615,7,0.8636,duplicate
22955,98726,13,0.9062,duplicate
99102,28327,14,0.8889,duplicate
88084,27868,16,0.9474,duplicate
41091,89799,3,0.7143,below_threshold
75481,97911,14,0.9310,duplicate
23796,23649,9,0.8409,duplicate
36073,94924,14,0.9535,duplicate
84646,99668,11,0.8800,duplicate
97324,54665,9,0.9111,duplicate
5631,98962,10,0.8974,duplicate
94554,73404,5,0.8462,duplicate
8580,94269,9,0.8667,duplicate
91305,13396,5,0.7143,below_threshold
7497,91897,5,0.7143,below_threshold
85444,55665,2,0.5965,below_threshold
89553,54540,14,0.9167,duplicate
65241,94028,9,0.8286,duplicate
44473,88381,6,0.8286,duplicate
42194,42075,9,0.8269,duplicate
49128,49132,8,0.7879,below_threshold
14057,97411,12,0.8974,duplicate
65539,65831,3,0.5455,below_threshold
99786,65460,14,0.9211,duplicate
74736,93612,12,0.8140,duplicate
90114,76307,15,0.9459,duplicate
90114,94413,13,0.8947,duplicate
76307,94413,14,0.8947,duplicate
43876,88782,4,0.8049,duplicate
67864,67845,4,0.7255,below_threshold
50467,88794,5,0.6923,below_threshold
64859,66052,5,0.7941,below_threshold
99824,82816,16,0.9722,duplicate
8541,8397,7,0.7273,below_threshold
93916,22961,4,0.7551,below_threshold
70432,69667,14,0.9677,duplicate
2526,91419,3,0.6757,below_threshold
82759,94844,12,0.8605,duplicate
96544,25639,9,0.8846,duplicate
91568,717,6,0.7872,below_threshold
40587,96978,3,0.6087,below_threshold
98744,5520,13,0.9231,duplicate
59433,98453,7,0.9000,duplicate
58631,58573,7,0.8621,duplicate
60265,59284,5,0.7000,below_threshold
98155,33990,14,0.9333,duplicate
99878,7485,13,0.9767,duplicate
97702,59677,6,0.7241,below_threshold
96845,76268,7,0.7143,below_threshold
57809,57813,5,0.8205,duplicate
13368,91925,5,0.7391,below_threshold
36305,94395,8,0.8333,duplicate
72545,72433,10,0.8780,duplicate
72727,72721,4,0.8333,duplicate
