doc_id_1,doc_id_2,shared_bands,jaccard,decision
48224,88290,3,0.7021,below_threshold
12076,91126,5,0.7419,below_threshold
11876,89709,2,0.6111,below_threshold
43968,92966,2,0.7333,below_threshold
92966,98096,2,0.6596,below_threshold
94792,65758,3,0.7333,below_threshold
13449,13354,4,0.6316,below_threshold
95296,13354,3,0.5500,below_threshold
62177,62362,2,0.4306,below_threshold
11232,11178,5,0.7241,below_threshold
75853,96186,9,0.7179,below_threshold
19792,20064,4,0.5818,below_threshold
96801,84323,9,0.8537,duplicate
4137,4227,3,0.4746,below_threshold
15985,91381,9,0.7895,below_threshold
92418,48377,8,0.8209,duplicate
31978,31673,3,0.6774,below_threshold
31978,95576,1,0.6250,below_threshold
31673,95576,5,0.7333,below_threshold
14099,14107,3,0.5135,below_threshold
94170,19474,4,0.7333,below_threshold
47105,98860,6,0.8780,duplicate
60749,63836,2,0.4444,below_threshold
95025,53674,2,0.7391,below_threshold
91637,17949,7,0.8261,duplicate
58799,96280,5,0.7895,below_threshold
19211,15733,1,0.4043,below_threshold
78319,94629,4,0.7500,below_threshold
37069,37115,4,0.7812,below_threshold
60665,60710,3,0.6250,below_threshold
94907,45612,8,0.8065,duplicate
14056,95050,1,0.6364,below_threshold
16603,94377,9,0.8554,duplicate
44378,44386,1,0.4423,below_threshold
14788,94470,4,0.7273,below_threshold
78460,78594,6,0.7381,below_threshold
7262,7222,1,0.1053,below_threshold
52415,52014,2,0.4828,below_threshold
96924,38229,1,0.5294,below_threshold
30298,89065,6,0.7500,below_threshold
56859,56880,6,0.8444,duplicate
56859,98754,4,0.7600,below_threshold
64345,96620,3,0.7333,below_threshold
21052,21030,3,0.7667,below_threshold
21052,90671,2,0.7097,below_threshold
89730,88058,3,0.6410,below_threshold
38646,99559,10,0.8780,duplicate
10383,95799,6,0.8286,duplicate
2697,1929,10,0.8108,duplicate
74067,93708,6,0.7895,below_threshold
91315,31603,3,0.7333,below_threshold
19174,19335,2,0.4915,below_threshold
19335,19190,1,0.5000,below_threshold
18272,19492,4,0.7674,below_threshold
64040,63999,1,0.4510,below_threshold
64857,59138,4,0.7400,below_threshold
1246,94359,2,0.5610,below_threshold
75577,97924,11,0.8750,duplicate
89751,15573,2,0.6316,below_threshold
29498,29580,5,0.7667,below_threshold
32950,33021,1,0.3036,below_threshold
28519,28498,3,0.7895,below_threshold
65529,65853,7,0.8750,duplicate
56202,56105,3,0.5778,below_threshold
89067,16469,3,0.5333,below_threshold
3819,89291,6,0.6800,below_threshold
58339,94502,4,0.6129,below_threshold
5944,94024,5,0.8868,duplicate
93282,25517,1,0.5660,below_threshold
25517,25190,5,0.7660,below_threshold
88022,37452,8,0.7561,below_threshold
88190,55550,3,0.5897,below_threshold
11999,88677,5,0.6250,below_threshold
97432,50707,8,0.8750,duplicate
67648,96788,7,0.8696,duplicate
88116,25899,7,0.7714,below_threshold
71646,71347,3,0.6098,below_threshold
77941,98685,3,0.8000,duplicate
23441,23554,4,0.7568,below_threshold
28330,93020,4,0.7000,below_threshold
39955,39834,1,0.3478,below_threshold
56844,89817,3,0.7778,below_threshold
685,711,6,0.8696,duplicate
99409,35916,8,0.8889,duplicate
24904,93467,3,0.6757,below_threshold
94347,25091,3,0.7209,below_threshold
54384,53971,2,0.3708,below_threshold
92877,23769,1,0.3390,below_threshold
48337,49170,9,0.7727,below_threshold
80580,95921,6,0.7561,below_threshold
92836,83927,5,0.7500,below_threshold
35841,90448,1,0.6170,below_threshold
25893,25901,4,0.6667,below_threshold
89227,79591,4,0.7391,below_threshold
94930,68890,4,0.6842,below_threshold
73811,99338,9,0.7895,below_threshold
60247,60241,7,0.8246,duplicate
82493,82395,5,0.7143,below_threshold
39443,39470,3,0.6591,below_threshold
54332,91364,6,0.7647,below_threshold
75765,75748,2,0.5385,below_threshold
18519,18851,2,0.5800,below_threshold
5236,5804,3,0.8095,duplicate
28629,28677,2,0.4615,below_threshold
38031,31492,5,0.7000,below_threshold
79477,96083,2,0.6129,below_threshold
23085,98986,9,0.8529,duplicate
29423,29354,2,0.3443,below_threshold
67610,94605,5,0.6957,below_threshold
96516,66098,8,0.8696,duplicate
92146,25019,9,0.7660,below_threshold
47622,93063,5,0.7447,below_threshold
16217,92098,3,0.6364,below_threshold
74997,99003,7,0.8913,duplicate
99934,99003,8,0.8980,duplicate
60526,60563,8,0.7879,below_threshold
52885,95561,7,0.8378,duplicate
51595,51714,4,0.6923,below_threshold
92386,32540,6,0.7755,below_threshold
95681,4369,11,0.8929,duplicate
82409,96376,2,0.7143,below_threshold
92081,45417,7,0.7391,below_threshold
45436,45308,9,0.7647,below_threshold
20216,97473,12,0.8919,duplicate
59399,59284,3,0.5750,below_threshold
92924,61759,7,0.7447,below_threshold
25187,25128,1,0.4355,below_threshold
70882,95669,4,0.7551,below_threshold
39240,93236,3,0.7647,below_threshold
22657,21961,1,0.4681,below_threshold
91789,61415,5,0.7647,below_threshold
62058,61783,1,0.3488,below_threshold
55373,94329,6,0.7447,below_threshold
41658,41732,4,0.5641,below_threshold
66129,93338,10,0.8545,duplicate
90071,19701,7,0.8462,duplicate
96842,70524,5,0.8462,duplicate
90347,34788,5,0.7419,below_threshold
3042,3071,4,0.7879,below_threshold
88807,88774,5,0.6226,below_threshold
6787,6785,1,0.4902,below_threshold
38711,95724,5,0.6429,below_threshold
10070,88638,7,0.7647,below_threshold
97917,11918,9,0.8857,duplicate
57682,57083,2,0.5227,below_threshold
47500,86575,3,0.5000,below_threshold
93201,85158,9,0.8182,duplicate
20172,97929,3,0.7143,below_threshold
54409,54569,5,0.6970,below_threshold
82675,82581,4,0.7556,below_threshold
47755,91023,6,0.7857,below_threshold
90975,52636,2,0.6491,below_threshold
89421,71637,10,0.9259,duplicate
61553,90195,9,0.8750,duplicate
90281,50655,9,0.8222,duplicate
30118,30203,3,0.6176,below_threshold
61829,61741,3,0.6250,below_threshold
14286,14639,3,0.4103,below_threshold
95937,34527,2,0.7037,below_threshold
23991,23857,1,0.4510,below_threshold
91946,69392,2,0.4872,below_threshold
1793,1701,3,0.4861,below_threshold
84403,84561,2,0.6667,below_threshold
8595,96405,6,0.7500,below_threshold
91823,43088,2,0.6250,below_threshold
92398,48150,2,0.6000,below_threshold
68628,68805,5,0.7556,below_threshold
92271,102,7,0.8182,duplicate
45268,88112,6,0.7209,below_threshold
45844,45813,8,0.7500,below_threshold
93106,87675,3,0.6000,below_threshold
29718,29596,5,0.7755,below_threshold
29718,94136,3,0.6415,below_threshold
69204,94589,6,0.7333,below_threshold
67056,66595,2,0.6522,below_threshold
95584,93297,5,0.6000,below_threshold
93297,56854,5,0.7391,below_threshold
82177,96368,2,0.5862,below_threshold
93470,36662,6,0.8039,duplicate
1946,1939,4,0.7143,below_threshold
89309,3494,10,0.9429,duplicate
66612,66948,2,0.6111,below_threshold
33791,33806,4,0.6087,below_threshold
65688,66710,3,0.6957,below_threshold
37728,36889,2,0.6585,below_threshold
60916,60660,8,0.7925,below_threshold
45413,45421,4,0.6739,below_threshold
18729,19053,7,0.8333,duplicate
58568,58496,10,0.8605,duplicate
45811,46138,3,0.6727,below_threshold
94779,57363,4,0.7143,below_threshold
19937,95452,6,0.7647,below_threshold
99484,24769,1,0.4127,below_threshold
99484,25473,7,0.8478,duplicate
24769,25473,1,0.4643,below_threshold
98820,43150,9,0.8684,duplicate
58750,58814,3,0.7551,below_threshold
73630,72038,3,0.7073,below_threshold
37273,37187,3,0.5909,below_threshold
37273,95309,1,0.4000,below_threshold
37187,95309,2,0.5789,below_threshold
21480,97183,12,0.9091,duplicate
66867,95435,11,0.8846,duplicate
41881,42246,5,0.6047,below_threshold
93943,29885,4,0.7209,below_threshold
31048,97369,7,0.7931,below_threshold
92050,36527,4,0.7000,below_threshold
60137,60161,4,0.6087,below_threshold
49001,45653,2,0.5417,below_threshold
31247,96698,3,0.6923,below_threshold
96879,29324,5,0.7447,below_threshold
55304,91043,6,0.7576,below_threshold
89573,64497,6,0.7931,below_threshold
15872,15788,5,0.7727,below_threshold
50865,50817,6,0.7297,below_threshold
35642,36011,1,0.4390,below_threshold
44856,99750,8,0.9143,duplicate
99424,80928,12,0.9062,duplicate
48216,48312,2,0.5676,below_threshold
98661,69599,11,0.8611,duplicate
97059,28599,12,0.9355,duplicate
70117,70025,12,0.8108,duplicate
96264,35743,10,0.8919,duplicate
92157,52428,2,0.6364,below_threshold
89590,32956,2,0.6842,below_threshold
60262,60263,9,0.8462,duplicate
93364,30205,6,0.6923,below_threshold
94242,76356,2,0.6129,below_threshold
41228,40989,6,0.8293,duplicate
99024,47435,9,0.8929,duplicate
79045,79003,10,0.8462,duplicate
61170,94011,1,0.5200,below_threshold
56997,96462,4,0.7500,below_threshold
89603,39400,10,0.8947,duplicate
68566,69385,1,0.4474,below_threshold
21235,21201,1,0.4082,below_threshold
93659,20503,5,0.7619,below_threshold
46252,49203,2,0.4821,below_threshold
82918,82934,3,0.6905,below_threshold
15664,98731,6,0.8864,duplicate
11676,91644,9,0.8222,duplicate
57042,57072,4,0.6875,below_threshold
20756,92849,6,0.7143,below_threshold
26759,96812,5,0.7000,below_threshold
21728,86741,5,0.7473,below_threshold
99230,28149,9,0.8913,duplicate
96478,84775,7,0.7073,below_threshold
828,820,5,0.7561,below_threshold
18068,93138,2,0.7000,below_threshold
17045,96648,4,0.6818,below_threshold
74090,96860,6,0.8125,duplicate
97680,68244,5,0.8889,duplicate
92767,33636,7,0.6970,below_threshold
18062,93979,6,0.7714,below_threshold
51868,99368,11,0.9302,duplicate
97233,22106,10,0.9000,duplicate
89668,54054,2,0.5000,below_threshold
92350,69305,7,0.8333,duplicate
88365,12665,5,0.8235,duplicate
21713,93872,6,0.8333,duplicate
7048,91566,7,0.8182,duplicate
33522,33754,3,0.4912,below_threshold
27839,27884,7,0.7447,below_threshold
98710,3707,6,0.8780,duplicate
24006,99740,7,0.7500,below_threshold
20859,90154,3,0.6667,below_threshold
12072,91615,5,0.7647,below_threshold
91615,98752,5,0.7500,below_threshold
93729,1732,2,0.6471,below_threshold
67870,96244,3,0.4667,below_threshold
67870,67920,5,0.6296,below_threshold
18215,91302,4,0.7500,below_threshold
87038,45371,9,0.7805,below_threshold
92675,76574,3,0.6842,below_threshold
53284,53290,3,0.6957,below_threshold
19383,19368,3,0.6486,below_threshold
44105,91592,6,0.8182,duplicate
4808,4800,2,0.4630,below_threshold
65565,65604,1,0.4386,below_threshold
8543,8746,2,0.4630,below_threshold
8543,88639,2,0.5957,below_threshold
8543,8535,3,0.6957,below_threshold
8753,8561,3,0.6200,below_threshold
8753,88639,4,0.6200,below_threshold
8753,8535,3,0.5273,below_threshold
89066,8561,2,0.6304,below_threshold
89066,8746,2,0.4906,below_threshold
89066,88639,5,0.7045,below_threshold
89066,8535,2,0.5918,below_threshold
8561,8746,3,0.5273,below_threshold
8746,88639,3,0.5273,below_threshold
8746,8535,3,0.6415,below_threshold
88639,8535,4,0.6939,below_threshold
6280,89134,8,0.8400,duplicate
45940,46663,1,0.3443,below_threshold
45940,45941,1,0.4225,below_threshold
45940,46289,1,0.4000,below_threshold
46663,45941,1,0.4444,below_threshold
76042,75590,3,0.5405,below_threshold
76042,89029,2,0.5000,below_threshold
28649,91254,1,0.6667,below_threshold
66592,66831,1,0.5472,below_threshold
96669,50040,4,0.7674,below_threshold
8755,90556,2,0.4727,below_threshold
87922,20907,6,0.7200,below_threshold
81159,80635,7,0.7407,below_threshold
11584,11789,4,0.7941,below_threshold
11789,99885,3,0.7714,below_threshold
7670,92887,8,0.7209,below_threshold
94877,40488,2,0.5714,below_threshold
10805,10800,4,0.8667,duplicate
2162,2153,3,0.6885,below_threshold
95068,67022,3,0.6286,below_threshold
95068,66995,6,0.8125,duplicate
67022,66995,6,0.7812,below_threshold
5271,93543,5,0.7073,below_threshold
95265,30262,6,0.7297,below_threshold
14161,13589,4,0.6735,below_threshold
14161,14649,5,0.6600,below_threshold
13589,14649,3,0.7347,below_threshold
15694,95045,2,0.5000,below_threshold
15694,94904,4,0.6471,below_threshold
95045,15697,6,0.6571,below_threshold
15697,94904,2,0.5000,below_threshold
2223,87980,6,0.7288,below_threshold
17537,18905,1,0.3699,below_threshold
71491,76666,4,0.6765,below_threshold
70177,70118,1,0.4828,below_threshold
89850,99157,6,0.7561,below_threshold
89850,67335,7,0.7949,below_threshold
98243,24635,7,0.7778,below_threshold
66572,73072,2,0.4839,below_threshold
66572,57297,1,0.5769,below_threshold
66572,59857,2,0.4688,below_threshold
66572,79230,1,0.4688,below_threshold
66572,65067,2,0.5769,below_threshold
73072,57297,1,0.4688,below_threshold
73072,59857,1,0.4324,below_threshold
73072,79230,1,0.4722,below_threshold
73072,65067,2,0.4688,below_threshold
57297,59857,1,0.4545,below_threshold
57297,79230,1,0.4545,below_threshold
57297,65067,1,0.5556,below_threshold
59857,79230,2,0.4211,below_threshold
59857,65067,1,0.4545,below_threshold
79230,65067,1,0.4545,below_threshold
56448,53479,4,0.8571,duplicate
68461,94560,5,0.7447,below_threshold
62865,63831,2,0.4762,below_threshold
65137,96980,7,0.9070,duplicate
15970,16093,3,0.6471,below_threshold
79134,79190,1,0.3088,below_threshold
84414,83442,5,0.7879,below_threshold
23523,88191,2,0.5500,below_threshold
78407,78471,1,0.0896,below_threshold
64504,64439,2,0.4375,below_threshold
25323,25486,7,0.7000,below_threshold
99718,25486,7,0.6863,below_threshold
13493,13201,3,0.6591,below_threshold
85909,45285,1,0.5106,below_threshold
71343,71272,1,0.4545,below_threshold
60814,60791,1,0.3889,below_threshold
60791,98389,1,0.3889,below_threshold
50894,50497,2,0.3623,below_threshold
91981,26438,4,0.7500,below_threshold
6577,6530,5,0.7222,below_threshold
28097,89048,1,0.2857,below_threshold
51181,88255,10,0.8049,duplicate
46222,46136,1,0.4762,below_threshold
45556,35726,2,0.5714,below_threshold
45556,32038,1,0.5652,below_threshold
45556,38552,2,0.5854,below_threshold
45556,36941,1,0.5532,below_threshold
45556,99002,3,0.5333,below_threshold
45556,87013,2,0.5854,below_threshold
45556,38447,1,0.5306,below_threshold
45556,29871,4,0.5854,below_threshold
45556,50820,3,0.5581,below_threshold
45556,99587,2,0.5714,below_threshold
45556,42623,2,0.5208,below_threshold
45556,23829,3,0.5714,below_threshold
45556,34372,3,0.5854,below_threshold
45556,28805,3,0.5778,below_threshold
35726,32038,2,0.5714,below_threshold
35726,99002,3,0.6154,below_threshold
35726,87013,4,0.6857,below_threshold
35726,38447,4,0.5333,below_threshold
35726,29871,5,0.6857,below_threshold
35726,42623,3,0.5581,below_threshold
35726,34372,4,0.6857,below_threshold
35726,28805,2,0.5854,below_threshold
32038,38552,2,0.5854,below_threshold
32038,36941,1,0.5532,below_threshold
32038,99002,2,0.5333,below_threshold
32038,87013,2,0.5854,below_threshold
32038,38447,2,0.5306,below_threshold
32038,29871,2,0.5854,below_threshold
32038,50820,1,0.5581,below_threshold
32038,99587,2,0.5714,below_threshold
32038,42623,1,0.5208,below_threshold
32038,23829,2,0.5714,below_threshold
32038,34372,1,0.5854,below_threshold
32038,28805,1,0.5778,below_threshold
38552,99002,2,0.6316,below_threshold
38552,87013,3,0.7059,below_threshold
38552,38447,2,0.5455,below_threshold
38552,29871,3,0.7059,below_threshold
38552,42623,3,0.5714,below_threshold
38552,34372,2,0.7059,below_threshold
38552,28805,3,0.6000,below_threshold
36941,99002,1,0.5217,below_threshold
36941,87013,2,0.5714,below_threshold
36941,38447,2,0.5833,below_threshold
36941,29871,2,0.5714,below_threshold
36941,42623,1,0.5102,below_threshold
36941,34372,2,0.5714,below_threshold
36941,28805,1,0.5652,below_threshold
99002,87013,3,0.6316,below_threshold
99002,38447,2,0.5000,below_threshold
99002,29871,4,0.6316,below_threshold
99002,50820,2,0.6000,below_threshold
99002,99587,2,0.6154,below_threshold
99002,42623,1,0.5217,below_threshold
99002,34372,2,0.6316,below_threshold
99002,28805,2,0.5455,below_threshold
87013,38447,2,0.5455,below_threshold
87013,29871,4,0.7059,below_threshold
87013,50820,3,0.6667,below_threshold
87013,99587,3,0.6857,below_threshold
87013,42623,3,0.5714,below_threshold
87013,23829,4,0.6857,below_threshold
87013,34372,3,0.7059,below_threshold
87013,28805,3,0.6000,below_threshold
38447,29871,3,0.5455,below_threshold
38447,50820,2,0.5217,below_threshold
38447,99587,2,0.5333,below_threshold
38447,42623,2,0.4902,below_threshold
38447,23829,3,0.5333,below_threshold
38447,34372,1,0.5455,below_threshold
38447,28805,2,0.5417,below_threshold
29871,50820,4,0.6667,below_threshold
29871,99587,3,0.6857,below_threshold
29871,42623,3,0.5714,below_threshold
29871,23829,5,0.6857,below_threshold
29871,34372,4,0.7059,below_threshold
29871,28805,4,0.6000,below_threshold
50820,42623,3,0.5455,below_threshold
50820,34372,4,0.7143,below_threshold
50820,28805,3,0.5714,below_threshold
99587,42623,3,0.5581,below_threshold
99587,34372,2,0.6857,below_threshold
99587,28805,3,0.5854,below_threshold
42623,23829,1,0.5581,below_threshold
42623,34372,3,0.5714,below_threshold
42623,28805,4,0.5319,below_threshold
23829,34372,3,0.6857,below_threshold
23829,28805,2,0.5854,below_threshold
34372,28805,2,0.6000,below_threshold
91260,47345,1,0.6129,below_threshold
92005,14867,9,0.7955,below_threshold
47332,90905,3,0.7436,below_threshold
55180,55132,3,0.5957,below_threshold
95506,81993,2,0.7037,below_threshold
95827,44218,9,0.8537,duplicate
7609,7535,1,0.4627,below_threshold
13240,13270,2,0.6857,below_threshold
38241,38245,3,0.6522,below_threshold
97817,50303,6,0.7872,below_threshold
80735,95980,4,0.7209,below_threshold
2557,2540,3,0.6207,below_threshold
31093,31870,5,0.7586,below_threshold
37395,37312,5,0.7833,below_threshold
27987,98061,8,0.8919,duplicate
95910,35550,4,0.6538,below_threshold
68615,70478,2,0.5641,below_threshold
98838,533,8,0.7671,below_threshold
19078,18104,3,0.3922,below_threshold
13793,13811,4,0.7083,below_threshold
47529,47991,2,0.4355,below_threshold
94850,92179,1,0.4444,below_threshold
94850,64539,3,0.6250,below_threshold
92179,64539,2,0.6250,below_threshold
95430,29094,5,0.7391,below_threshold
90359,32222,3,0.6452,below_threshold
90359,31651,2,0.5405,below_threshold
90359,88411,2,0.4571,below_threshold
32222,88411,5,0.7037,below_threshold
31651,88411,2,0.4857,below_threshold
37527,37537,2,0.5000,below_threshold
37527,37666,2,0.5000,below_threshold
37537,37666,2,0.4792,below_threshold
75072,87057,1,0.4222,below_threshold
38573,38625,8,0.9130,duplicate
54659,54671,2,0.6250,below_threshold
17124,94816,3,0.6757,below_threshold
7717,93258,3,0.7000,below_threshold
25942,25890,2,0.6087,below_threshold
25890,88772,1,0.5417,below_threshold
4654,92204,1,0.6250,below_threshold
45504,85304,2,0.5870,below_threshold
44356,85304,1,0.6829,below_threshold
45006,85304,2,0.6905,below_threshold
85304,44373,2,0.5870,below_threshold
72686,72254,2,0.6604,below_threshold
59682,51395,2,0.5161,below_threshold
5208,5177,1,0.5000,below_threshold
92804,15494,6,0.7778,below_threshold
37393,36412,2,0.4909,below_threshold
43063,43084,8,0.8077,duplicate
95087,30547,4,0.7333,below_threshold
95292,62164,1,0.3519,below_threshold
62164,62061,1,0.4314,below_threshold
95668,71714,6,0.8000,duplicate
566,91900,10,0.8235,duplicate
91908,59226,2,0.4237,below_threshold
91908,59078,2,0.4032,below_threshold
59298,59226,2,0.5849,below_threshold
59298,59078,2,0.5536,below_threshold
86217,3756,3,0.6383,below_threshold
66187,65931,4,0.8000,duplicate
44418,88327,4,0.7083,below_threshold
86598,63853,4,0.6512,below_threshold
10528,10472,2,0.6800,below_threshold
95780,49946,4,0.6757,below_threshold
98266,95392,2,0.6410,below_threshold
95392,65255,5,0.7297,below_threshold
34880,34934,8,0.7647,below_threshold
34880,97811,6,0.6981,below_threshold
25915,25406,7,0.8108,duplicate
29658,29675,3,0.6389,below_threshold
29658,30501,1,0.4884,below_threshold
99304,23721,11,0.9211,duplicate
65874,65941,1,0.4792,below_threshold
96313,15531,3,0.7222,below_threshold
55620,55764,4,0.6977,below_threshold
91535,52227,3,0.6875,below_threshold
25620,94961,5,0.7209,below_threshold
71274,93210,3,0.6667,below_threshold
90429,55894,5,0.7931,below_threshold
52665,52583,1,0.5472,below_threshold
81334,81914,1,0.5000,below_threshold
4266,6752,4,0.7778,below_threshold
94353,55583,3,0.7647,below_threshold
94353,56008,2,0.6216,below_threshold
73661,73454,2,0.4151,below_threshold
73438,73454,2,0.4510,below_threshold
35006,53427,1,0.5625,below_threshold
56261,56358,2,0.5854,below_threshold
60224,93982,1,0.5385,below_threshold
73911,93435,5,0.8049,duplicate
26596,26654,3,0.6607,below_threshold
60214,60241,1,0.5333,below_threshold
96215,21378,3,0.7500,below_threshold
54061,95844,4,0.7143,below_threshold
93861,60106,3,0.5625,below_threshold
93861,59775,3,0.6129,below_threshold
40926,96398,5,0.7818,below_threshold
84712,93588,3,0.6842,below_threshold
91110,78115,6,0.7000,below_threshold
11556,11595,2,0.4500,below_threshold
11536,12389,1,0.3385,below_threshold
11536,12334,1,0.5106,below_threshold
11536,11545,1,0.5000,below_threshold
12389,12334,1,0.3538,below_threshold
12334,11545,1,0.4219,below_threshold
76023,94555,6,0.8545,duplicate
98893,70187,1,0.4386,below_threshold
76469,70187,1,0.4630,below_threshold
87730,17498,1,0.5556,below_threshold
13269,95971,4,0.7000,below_threshold
5351,5272,3,0.7778,below_threshold
98457,92647,6,0.7500,below_threshold
24758,31008,2,0.3261,below_threshold
45510,94062,7,0.7600,below_threshold
40230,40227,4,0.6792,below_threshold
14308,92808,7,0.7778,below_threshold
62535,93857,2,0.6400,below_threshold
62535,63498,6,0.8636,duplicate
96653,93857,2,0.5472,below_threshold
96653,63498,6,0.7447,below_threshold
93857,63498,2,0.7600,below_threshold
10628,10634,2,0.5455,below_threshold
10634,90915,2,0.5000,below_threshold
94548,63134,1,0.6571,below_threshold
67205,66128,1,0.4340,below_threshold
95249,2388,5,0.6923,below_threshold
95249,89089,5,0.6500,below_threshold
47463,93110,5,0.7000,below_threshold
47439,93110,2,0.4821,below_threshold
47452,89737,3,0.7692,below_threshold
38813,85570,3,0.6744,below_threshold
96791,78072,11,0.8857,duplicate
42480,96764,2,0.7059,below_threshold
75813,94222,5,0.8113,duplicate
69079,68928,6,0.7209,below_threshold
95117,27165,3,0.5882,below_threshold
20060,57079,1,0.0426,below_threshold
20060,46980,1,0.0964,below_threshold
57079,99909,1,0.0392,below_threshold
57079,46980,1,0.0471,below_threshold
99909,46980,1,0.0879,below_threshold
60754,61404,3,0.5918,below_threshold
20567,21193,1,0.3448,below_threshold
39716,90360,8,0.9130,duplicate
39913,39758,1,0.4032,below_threshold
10660,10653,4,0.7885,below_threshold
94477,58898,3,0.7297,below_threshold
65475,64934,4,0.6923,below_threshold
61611,61489,2,0.5000,below_threshold
3284,97382,7,0.8776,duplicate
22229,93904,2,0.6667,below_threshold
97122,77627,8,0.8974,duplicate
44363,44036,2,0.3902,below_threshold
33513,89849,1,0.5484,below_threshold
89849,30914,1,0.4769,below_threshold
58557,58133,6,0.7674,below_threshold
3562,3540,1,0.5517,below_threshold
78227,93113,5,0.7273,below_threshold
34382,34016,3,0.6122,below_threshold
39068,90826,6,0.6897,below_threshold
49177,89739,3,0.8000,duplicate
96049,46141,1,0.5556,below_threshold
96049,90706,1,0.5556,below_threshold
30885,30991,3,0.6250,below_threshold
72847,91973,3,0.6000,below_threshold
92174,95828,2,0.6429,below_threshold
69566,69614,4,0.7755,below_threshold
36979,36912,1,0.5577,below_threshold
96563,90755,1,0.6786,below_threshold
90755,72852,4,0.8800,duplicate
91736,65249,7,0.7442,below_threshold
94861,21884,7,0.8462,duplicate
38851,95190,7,0.8333,duplicate
26591,99834,4,0.7143,below_threshold
92294,30299,5,0.6757,below_threshold
82941,88706,6,0.7037,below_threshold
91700,30698,5,0.7736,below_threshold
60433,90841,6,0.7000,below_threshold
63737,63751,3,0.7632,below_threshold
92632,47256,7,0.7447,below_threshold
74115,75141,1,0.4146,below_threshold
74115,73928,2,0.4048,below_threshold
75141,73928,1,0.5946,below_threshold
3318,3311,3,0.6400,below_threshold
72268,70050,2,0.4615,below_threshold
72268,71392,3,0.5532,below_threshold
54616,54377,1,0.5116,below_threshold
54616,54461,2,0.6410,below_threshold
3909,3878,2,0.4362,below_threshold
8651,7584,3,0.6786,below_threshold
22796,93362,11,0.8596,duplicate
47637,47667,5,0.6481,below_threshold
29409,29582,4,0.7447,below_threshold
89214,27406,4,0.6000,below_threshold
99872,63117,7,0.8684,duplicate
18190,18332,4,0.6250,below_threshold
34556,34591,5,0.7609,below_threshold
59817,94668,3,0.5926,below_threshold
75767,91029,7,0.7209,below_threshold
9416,9397,1,0.4833,below_threshold
41211,95627,8,0.8140,duplicate
32391,18930,5,0.6731,below_threshold
18930,74913,3,0.6604,below_threshold
99494,45913,5,0.8049,duplicate
57710,91779,6,0.7297,below_threshold
95375,25827,1,0.3137,below_threshold
95375,26221,1,0.3077,below_threshold
95375,37098,2,0.3019,below_threshold
95375,24713,1,0.3333,below_threshold
95375,47549,1,0.3400,below_threshold
95375,53965,1,0.2963,below_threshold
95375,27287,2,0.3269,below_threshold
95375,26838,1,0.3400,below_threshold
95375,28323,1,0.3077,below_threshold
95375,27176,1,0.3400,below_threshold
25827,26221,1,0.5227,below_threshold
25827,37098,1,0.5111,below_threshold
25827,54732,1,0.4889,below_threshold
25827,26838,3,0.5000,below_threshold
25827,28323,3,0.5227,below_threshold
25827,27176,1,0.5000,below_threshold
37435,26221,1,0.5227,below_threshold
37435,37098,1,0.5111,below_threshold
37435,53965,1,0.5000,below_threshold
37435,26838,3,0.5000,below_threshold
37435,28323,2,0.5227,below_threshold
37435,27176,1,0.5000,below_threshold
26221,37098,1,0.5000,below_threshold
26221,54732,1,0.4783,below_threshold
26221,24713,1,0.4783,below_threshold
26221,47549,2,0.4889,below_threshold
26221,53965,1,0.4894,below_threshold
26221,27287,2,0.4681,below_threshold
26221,26838,1,0.4889,below_threshold
26221,28323,1,0.5111,below_threshold
26221,27176,2,0.4889,below_threshold
37098,54732,2,0.4681,below_threshold
37098,24713,1,0.4681,below_threshold
37098,47549,1,0.4783,below_threshold
37098,53965,1,0.4792,below_threshold
37098,27287,2,0.4583,below_threshold
37098,26838,1,0.4783,below_threshold
37098,28323,1,0.5000,below_threshold
37098,27176,1,0.4783,below_threshold
54732,24713,1,0.5111,below_threshold
54732,47549,1,0.5227,below_threshold
54732,53965,1,0.4583,below_threshold
54732,27287,2,0.5000,below_threshold
54732,26838,1,0.5227,below_threshold
54732,28323,1,0.4783,below_threshold
54732,27176,1,0.5227,below_threshold
24713,53965,1,0.4583,below_threshold
24713,26838,1,0.5227,below_threshold
24713,28323,1,0.4783,below_threshold
24713,27176,1,0.5227,below_threshold
47549,53965,1,0.4681,below_threshold
47549,26838,2,0.5349,below_threshold
47549,28323,2,0.4889,below_threshold
47549,27176,2,0.5349,below_threshold
53965,27287,1,0.4490,below_threshold
53965,26838,1,0.4681,below_threshold
53965,28323,1,0.4894,below_threshold
53965,27176,1,0.4681,below_threshold
27287,26838,1,0.5814,below_threshold
27287,28323,1,0.5333,below_threshold
27287,27176,3,0.5814,below_threshold
26838,28323,3,0.5581,below_threshold
26838,27176,2,0.6098,below_threshold
28323,27176,1,0.5581,below_threshold
49082,49269,6,0.7800,below_threshold
33354,33368,2,0.5909,below_threshold
67490,96911,2,0.7736,below_threshold
20124,97131,1,0.2836,below_threshold
20061,97131,1,0.2879,below_threshold
85287,26076,5,0.7879,below_threshold
11679,10287,5,0.6429,below_threshold
11679,93127,2,0.5000,below_threshold
11679,10306,4,0.6000,below_threshold
10287,93127,3,0.7000,below_threshold
93127,10306,2,0.5106,below_threshold
