doc_id_1,doc_id_2,shared_bands
71804,72038,3
91430,56647,7
14480,94875,4
21554,90700,5
13045,89070,15
37128,97656,10
64592,88953,10
34449,34494,3
93808,80449,7
21180,98774,12
88479,78857,3
12389,11545,8
98489,15840,13
74053,67774,11
95015,19745,3
18528,88247,12
45702,45709,2
33324,99186,14
33552,33949,6
60532,96346,7
57627,58491,6
57627,91932,1
57627,58550,4
58491,91932,3
58491,58550,7
91932,58550,1
7410,7434,9
69954,98795,13
38988,88132,5
20108,20121,2
99534,74062,15
35958,89879,13
96872,48159,8
94295,18692,7
15880,97558,12
67424,67187,13
90145,8001,13
90524,70080,5
95278,60656,12
12261,96920,5
99411,27736,15
92559,19396,4
89488,67094,10
89488,67227,13
67094,67227,13
93162,44962,4
20784,90955,13
88640,79629,5
99002,23829,9
96883,84433,8
61402,62979,16
61402,61334,11
62979,61334,11
92963,23356,4
9398,88962,11
93898,29724,5
24232,94241,6
24684,24703,14
88175,78952,13
91806,65624,9
98761,28901,13
75927,75957,3
361,372,6
90452,8189,12
99281,37066,9
89559,67512,7
94075,16164,3
5402,96144,10
96402,82639,6
38190,88967,16
48571,88137,13
96586,23599,11
98105,62922,16
95139,19765,9
97472,84203,13
24951,96971,8
74553,92627,7
65281,92132,3
95608,82530,12
5834,5771,6
53303,88848,11
43922,44022,2
88003,41778,13
51693,98135,11
8644,98369,8
56153,53365,3
74157,92161,3
10681,96853,12
19230,14380,2
67312,67562,3
82098,97522,12
2445,2423,9
59179,92758,8
15181,98550,10
34836,91351,6
64653,94831,6
96153,28145,9
99963,60975,14
16879,95178,4
87803,48249,3
87803,92684,2
48249,92684,7
83537,88010,4
90294,72590,6
93522,45572,7
72135,95591,8
72023,72874,8
99495,23374,11
92308,17265,10
96379,82659,6
18559,99772,10
29492,29506,6
98825,67805,13
74761,76140,12
92889,67686,8
88091,13059,6
21319,92803,4
98839,7150,13
40879,56076,7
82370,82104,11
98734,51250,10
36812,92664,7
93325,18851,4
90870,80261,8
97192,14714,13
98708,46084,15
94050,54903,5
27684,95329,8
17685,98166,8
57778,54648,6
96964,64104,11
96964,98380,6
64104,98380,9
17542,98849,15
64526,64506,7
62788,62226,15
46580,46918,4
4079,95223,13
99634,30091,12
92567,4230,5
90921,59747,8
80570,80533,6
97590,12984,12
92568,28204,12
89689,44781,9
94095,48015,8
8261,97919,10
91048,84736,6
36623,96804,4
58541,98375,15
19876,94991,7
58544,96777,2
40367,92764,5
40367,40366,11
92764,40366,4
94718,2912,12
75336,95360,5
46680,94265,10
74805,94559,6
48424,48439,1
39761,46259,4
70926,72500,3
99845,58375,12
99902,78452,13
27533,91034,5
45113,96131,3
96759,22063,8
74721,74533,5
18511,92449,6
55190,53820,1
93674,27347,6
92970,37673,5
2690,2148,1
7303,6951,9
18225,94166,16
94695,69974,5
38895,98920,12
94214,12476,5
64564,64781,8
39501,99797,16
39501,88371,3
99797,88371,3
67904,95592,6
48453,88547,12
96742,45393,1
13792,14285,1
13792,13801,2
14285,13801,3
22649,99037,14
95115,73583,10
64041,98847,15
68210,68302,7
73767,89108,12
99514,17381,14
96289,65022,8
92221,19432,11
12404,94513,8
88617,11984,8
62752,62732,6
62752,92652,2
62752,97983,7
62732,92652,7
62732,97983,3
92652,97983,1
90596,66275,13
66177,99431,13
98376,29695,13
97358,69269,8
17805,98374,11
39259,93953,4
19732,91113,12
95951,94483,12
95951,19017,11
95951,18553,9
94483,19017,9
94483,18553,11
19017,18553,12
94796,16256,6
89015,60799,9
84962,91293,4
98781,450,12
55118,90714,10
64344,92107,1
96056,62221,16
56281,88182,15
95065,41615,5
20471,98676,13
31727,91559,4
96928,28309,4
21567,99937,13
91422,58744,7
64166,88695,7
92227,504,2
85183,26079,14
17827,93154,6
71430,71435,7
93344,30246,8
40048,95606,6
35687,34867,3
75801,88243,8
63557,63108,7
803,99752,13
97424,18454,13
15938,88070,14
60392,60524,5
53142,98729,13
90808,24139,12
91765,48083,9
99181,45395,14
92733,19433,9
24871,94493,9
41514,96382,4
20280,19973,3
98312,4620,11
7509,7460,4
24456,24481,6
50104,91183,5
65042,97159,10
96523,9835,5
94033,41028,10
92762,40979,9
92762,37872,4
40979,37872,7
70301,70289,5
89343,68051,15
40622,40487,2
90135,80389,14
90547,41380,4
16743,96973,8
71727,89079,14
8075,8020,7
25136,20860,15
56023,56055,8
73864,95788,5
97112,65578,9
88543,78731,9
91365,22144,7
30393,30335,11
30393,88009,9
30335,88009,12
65947,65189,1
41926,41694,5
78734,98034,11
91357,13115,7
83176,95583,11
53690,37660,2
53690,54444,5
37660,54444,2
95993,11650,11
96590,37172,3
88931,5604,5
96595,14441,8
21167,93731,4
93767,51799,4
79765,90500,10
99583,35032,9
29213,29196,2
29213,96666,2
29196,96666,6
99148,30346,11
75475,92443,13
3289,3409,2
22194,93778,12
31778,96362,6
91510,55309,6
96453,43202,6
91144,72078,4
98767,66473,13
45921,45859,1
98643,4704,7
98007,49563,9
94664,74511,4
85503,94257,8
77846,95250,12
51093,96841,5
42663,99074,9
29433,97647,14
91321,71381,2
91485,1488,3
6807,92626,7
95850,21145,9
71509,98907,15
58013,98800,16
74973,91160,3
76245,91666,4
65772,65862,7
14656,98476,12
6591,89837,11
94719,47973,5
81627,92382,3
13978,14095,10
45885,98927,11
3680,98823,14
35133,35169,2
95301,38248,12
60567,96355,5
81543,81552,2
81543,82359,10
81552,82359,1
84970,93722,2
51305,88065,7
88733,70396,8
34610,94748,9
33132,33133,2
95377,47224,1
91846,50778,8
74220,93006,5
77724,94425,4
89776,36048,13
95533,83655,13
56072,99819,15
3924,93102,6
32843,91090,5
90292,13767,3
58680,58834,5
90072,29389,1
32141,97093,16
95114,33525,4
6435,6395,13
9827,96344,7
9827,7828,10
96344,7828,6
96339,211,5
99556,13858,11
69263,66043,3
80800,90086,16
9892,91556,8
95673,17258,7
61869,96948,10
93289,26473,7
98967,76359,13
97953,75770,11
23681,90471,10
30151,95432,10
96383,46333,5
93860,76825,7
93860,98204,6
93860,96312,4
76825,98204,13
76825,96312,11
98204,96312,8
91859,36649,5
29612,29493,6
56437,56290,5
65834,93416,6
25910,88510,9
9016,90887,5
92321,55067,5
99169,2976,12
40798,99379,14
10177,10157,7
97583,43864,12
29157,99214,13
11751,11792,6
96899,49118,3
54276,54307,7
90442,84375,9
99622,59307,14
71294,71511,6
31209,96758,4
72390,72151,7
53935,97785,9
90345,74209,4
34728,97867,12
34728,98803,14
97867,98803,10
44700,95535,8
90369,17098,13
20519,94649,6
25295,89190,1
25295,25292,3
89190,25292,2
95641,78651,8
2855,2810,8
2855,2779,7
2810,2779,9
92371,28408,5
23882,23572,7
39403,94419,6
45066,45023,2
99837,67530,10
90079,41772,11
63738,63624,4
73912,74525,2
9591,9552,4
52270,93963,4
96651,74605,5
63527,63670,5
99380,43521,11
46202,89364,7
28702,28795,6
99043,83922,13
57753,56992,1
26914,99469,10
18962,98951,13
75925,75903,6
93853,12251,9
37257,37225,1
46449,90664,5
45226,45171,8
20926,20271,2
2619,2674,3
2619,93742,4
2674,93742,2
96702,65318,5
95813,52992,8
96353,41826,6
58404,89245,13
96495,45942,5
18495,18504,7
18495,90733,11
18504,90733,4
40795,41169,1
32482,32557,1
63287,90923,13
98252,6054,10
90965,43503,4
70893,70942,3
95660,54871,3
97772,964,11
90988,26297,15
35686,99551,13
52339,96127,14
9699,9687,9
84444,93839,11
55848,98654,10
99492,40970,12
56633,89684,8
97671,71962,9
56892,95063,4
76340,94975,7
60342,60486,10
10249,99728,10
14754,96320,4
99351,35148,11
84725,92830,2
97540,83411,8
97540,93985,6
83411,93985,10
93088,73521,4
95909,53817,8
45701,89902,7
79531,93434,3
79531,81969,3
79531,92641,2
93434,81969,5
93434,92641,3
81969,92641,12
98659,56557,13
94591,57242,7
92166,21766,8
25084,93333,9
92922,78419,6
37953,34551,1
22468,91840,7
22468,95722,12
91840,95722,6
11684,88260,13
97531,83160,10
98949,62109,13
2143,98477,10
47945,97818,12
48409,48429,1
93510,34466,6
97200,54852,13
97200,90898,9
54852,90898,8
8767,8729,6
69572,97521,12
14282,99210,15
88832,89677,6
95022,55194,4
72243,72081,5
99716,25791,15
22113,22160,5
99912,84535,13
88077,31550,10
96298,39697,9
82343,92514,6
5256,98533,15
40749,94180,7
40749,40854,3
94180,40854,1
99730,18241,9
30740,99154,10
44858,44820,1
71989,72104,8
62017,92871,4
96093,6310,8
1603,98124,8
53962,91182,8
66465,98900,12
89185,23447,13
93196,26493,7
88059,99134,10
76175,88218,14
93935,38708,5
40515,90223,10
41084,98326,9
36016,35776,12
69466,95762,11
78555,96413,7
1277,94239,9
25759,96537,7
91731,65936,5
88155,42135,14
89552,71629,7
76181,76197,6
76181,76088,2
76197,76088,7
9173,9111,3
75436,75472,9
5350,94277,7
94843,28790,2
94843,28744,5
28790,28744,6
95287,76635,5
99080,47230,15
43486,91636,3
53043,94757,8
66979,99164,6
55404,96443,3
42615,42878,3
42615,42872,10
42878,42872,4
58498,58574,1
58498,58499,5
58574,58499,7
96672,13622,11
99422,49120,13
83797,98485,11
6949,95846,4
99314,9590,15
32453,98516,13
4729,96997,3
1425,90711,7
1861,99372,10
25695,92728,8
48099,48049,6
62378,62355,7
96800,41759,6
74354,99871,14
71568,71631,9
54731,97841,10
72142,72145,6
40929,90167,10
23571,24201,3
65767,64616,4
93446,74790,7
97755,6515,1
17383,17362,1
12090,12318,7
12090,12203,8
12318,12203,4
96535,72906,4
85521,8495,2
37661,92788,9
7412,7522,3
31080,30974,5
31080,94083,5
30974,94083,2
63742,61636,13
696,701,1
93498,56428,4
97296,39043,9
75425,91443,3
43773,43770,13
97987,33863,10
70214,89381,16
70166,97984,7
95526,17745,3
95181,46879,5
92534,17829,5
71003,92939,5
6393,89403,12
88098,68130,10
54137,93114,7
66622,99060,13
24834,97468,10
38250,89760,11
23297,22974,2
13526,23296,1
45786,99180,2
45786,45767,3
99180,45767,14
40369,88621,5
68417,68680,1
90273,77672,7
38445,96858,4
58985,58799,7
36885,98614,16
44583,93856,5
30913,86095,2
23688,95207,6
51037,92433,7
93060,28071,10
89911,62358,14
64037,93598,7
68880,99040,15
71648,71625,1
95213,25481,6
89202,56888,4
29906,95159,8
4740,4739,7
12006,90937,14
39621,89057,16
99196,83138,14
16098,93671,4
79574,91649,7
21474,90230,13
93381,43484,8
23578,98535,9
14979,14970,2
14979,14927,8
14970,14927,3
96364,31957,2
99758,28698,11
56434,98763,13
20745,88811,14
89918,47196,8
38714,91410,9
38714,38825,11
91410,38825,6
78828,96712,8
88437,84558,7
3402,95682,8
99547,91499,3
99547,78797,2
99547,78722,11
91499,78797,5
91499,78722,4
78797,78722,4
89360,23207,7
98760,59319,15
93784,34608,3
93366,55957,3
63062,99408,14
80248,93590,6
99086,73380,13
42204,91134,2
9588,9486,4
60748,60674,9
36758,36660,7
41931,94645,8
393,98828,13
53782,99321,15
45718,46010,2
82783,99288,13
89255,57042,13
1919,99574,8
45322,88566,5
64060,88888,9
95707,70382,10
5973,4617,9
97923,55739,14
56327,56288,5
94619,46125,10
44305,99224,13
90375,61298,9
90375,95590,7
61298,95590,14
99698,83623,13
99184,72320,8
41526,41518,4
93870,69348,7
32262,98426,8
38242,90880,11
92434,29441,7
52389,91824,3
98786,26851,9
98561,21009,10
27292,23393,4
81995,97709,1
99244,38277,11
99283,67780,12
32548,32520,3
72858,71416,4
59736,59672,1
99905,36865,15
16063,98265,11
69041,91165,5
78889,93822,5
89133,8219,9
47922,99322,14
94197,63600,9
63899,63816,9
90357,37095,14
64193,94192,7
88318,67552,3
97437,33136,8
45974,96610,9
93795,74253,6
30818,90379,8
94501,14218,6
79329,92147,6
13351,99586,9
47769,47955,2
92840,38532,7
99374,59480,15
50262,94755,4
91506,62717,3
81246,97456,12
9696,99795,14
98502,20620,11
89578,14123,16
92376,59412,4
73435,99367,15
38668,38673,1
96565,6894,5
96926,8051,6
99157,67335,14
99194,18966,15
92708,6100,9
88856,3842,11
89296,17278,10
60232,94999,8
66348,66072,9
66348,66058,4
66072,66058,4
95494,33643,7
14629,88412,4
99197,63269,10
75943,91405,8
33293,91132,3
33293,30954,14
91132,30954,3
78195,78025,2
94773,30120,8
24186,94958,2
92457,54771,5
1993,1999,5
44336,91296,4
66500,66609,10
98704,55083,13
85500,54818,4
34039,91069,3
96207,63289,9
9119,9123,1
91347,10629,9
35700,90532,12
94229,37945,6
65207,65011,2
5377,5457,5
26619,93791,6
95047,29598,13
18010,90171,5
65728,65750,3
99920,1522,14
46285,46548,9
96198,13957,6
48970,96152,3
95520,55765,6
99921,57850,14
89011,6683,7
94977,18847,7
94977,99611,4
18847,99611,13
45233,91860,7
36456,92283,6
40683,98857,14
87868,95756,6
75690,77656,8
75690,98688,7
77656,98688,13
98813,16380,12
88879,21667,11
21157,20726,10
62781,62214,11
93306,73437,7
51397,99204,7
95032,83811,6
33845,93738,9
93882,54786,5
15636,93929,3
89519,43744,4
72670,72652,14
90181,28924,6
98075,24870,1
94829,1812,5
142,93132,8
32161,91035,11
98406,50651,12
87056,26771,1
66214,99140,14
18376,98790,10
92736,83285,6
89054,43517,6
88289,11099,6
89774,8514,13
94260,942,10
30534,95880,3
19403,99085,8
95996,12918,8
34685,99651,13
53214,53270,9
18895,99121,12
94561,56098,6
40791,99789,13
40791,33547,4
99789,33547,3
8002,91659,5
55585,88958,6
7436,99115,13
96705,66543,11
82658,94267,4
89588,15948,6
44749,44264,2
92374,25818,6
33094,32808,1
67978,85803,8
2553,2539,6
17852,17999,10
88105,34353,10
98628,65029,13
98978,78883,4
55618,89056,13
98655,6292,13
88861,71997,9
97742,38642,9
48890,48446,1
37076,36191,6
47828,47801,4
59478,59586,3
4183,4093,11
91139,47736,5
28432,94248,3
89584,31612,12
15568,89363,4
69273,69250,1
97905,72272,12
98693,1496,16
42900,96396,6
96457,41988,2
67595,67765,8
67595,93768,10
67765,93768,6
43054,43061,2
62194,62150,5
9743,9735,5
80749,80787,13
98393,61437,7
98275,55676,13
74213,99388,8
93465,66674,2
98802,34052,13
64702,95648,8
90192,74002,9
94365,69935,10
99200,25038,12
53392,91047,7
91747,84366,9
89881,39502,10
37081,88147,10
50407,50334,9
48856,48694,1
28431,90703,12
99581,10380,14
91724,45132,2
91724,45121,1
45132,45121,3
99933,82223,12
21300,91320,7
23017,22911,11
33710,33739,7
89408,26119,11
54679,54619,7
88793,82768,10
47527,99633,13
43884,43699,1
71018,70997,8
71018,71356,4
70997,71356,6
35253,35384,13
93224,12891,3
98588,7525,15
93959,37865,4
3721,3720,2
20837,99804,15
69798,95789,12
14491,91070,8
77710,99528,11
21150,94070,9
91713,69207,4
57249,92236,4
31285,95185,12
11279,11177,5
66795,90331,12
68213,88203,13
14728,94261,5
78443,78392,2
78443,96226,14
78392,96226,2
44145,44318,3
96484,43105,4
26931,99190,7
68376,97242,10
86260,27150,2
96107,65458,4
14033,93497,2
57356,95118,9
98072,81837,11
6363,89102,11
92884,20373,8
98829,28953,10
46018,91098,9
54554,98596,8
23008,23036,5
37307,38312,1
58847,95793,10
90113,20671,13
45339,95010,12
76414,90513,7
62100,94273,6
8236,91337,8
77784,89650,13
16582,93317,6
16582,16445,5
16582,97824,6
93317,16445,1
93317,97824,3
16445,97824,2
59324,89037,4
26533,26575,8
66522,98770,15
40351,91004,8
99468,28214,13
73569,72306,6
84520,83988,10
59482,98541,12
38482,97721,8
88108,82614,6
41850,96713,6
76143,92159,5
95284,77539,3
53566,53547,13
84760,84689,6
89740,26390,8
53434,53423,3
97761,44092,11
92861,44513,8
45257,96303,9
7229,90758,12
96734,1416,11
88770,76421,3
94161,41492,7
96961,18875,7
65702,92724,5
2413,2471,13
82189,84704,2
82189,81890,2
84704,81890,2
7152,94388,1
91049,23834,5
36818,94637,9
14877,93764,10
95168,12314,9
80340,91631,4
11440,93081,4
45506,45474,3
93187,61875,9
88781,81143,13
90402,45975,8
97958,69729,13
98238,60278,13
98878,51688,16
98878,99899,11
51688,99899,11
10156,10179,6
85633,91388,7
62863,92558,11
99026,50106,11
75694,94235,11
7382,98870,14
26272,33954,4
3937,88763,13
99049,75454,13
29376,97350,13
12606,97146,12
90617,80731,7
39169,39162,2
48585,40357,2
62013,61986,10
98691,45306,14
95245,70720,9
33080,90239,7
74397,90126,6
52408,90648,8
69091,68989,5
80155,98651,15
32784,99966,1
32784,32972,1
99966,32972,12
98191,30524,10
64842,64857,3
21295,88214,12
35139,89572,5
94965,30038,9
99416,26319,15
89265,64643,13
42590,94183,4
1864,1846,10
75137,75733,11
90795,43175,12
95417,68659,12
98607,35539,10
88082,9130,8
60586,93592,7
87740,94399,2
13693,13702,1
93897,50311,4
74065,74052,13
4141,4326,15
4141,4332,12
4326,4332,13
26046,25787,11
98931,76532,14
32629,99421,13
75761,75867,10
59541,59212,14
62401,94734,11
2813,2819,11
35431,91448,5
93418,83514,4
16338,91078,5
92078,23682,6
26253,97763,10
81654,95132,7
47833,48256,7
98465,78423,11
89076,26126,12
2748,95163,10
47789,99251,14
76795,76895,11
92408,21002,3
24358,19807,8
99188,71712,13
99624,60677,13
86440,88604,8
58488,92618,3
19543,96179,5
48676,45830,9
91178,32180,9
9151,13074,13
95541,7261,9
29681,98784,8
95366,35026,8
94432,33401,5
90137,52947,5
17122,17283,2
88195,75090,4
88195,89452,10
75090,89452,5
99479,60827,12
90991,81358,7
69846,69875,13
52969,94575,6
88051,16497,8
90321,28230,9
27945,27741,6
93614,21434,3
48255,48199,12
6126,5791,3
78439,96933,2
75859,94671,7
54941,54947,4
96365,50025,8
41139,40092,2
75835,76096,3
42264,95433,8
42308,91138,9
88293,90443,10
99904,33569,10
99263,20772,11
69861,95427,10
90560,12556,8
99265,32729,13
98728,9261,13
94184,16015,13
94288,13665,6
73049,88724,9
46891,49532,15
14537,99538,10
66146,99225,11
99144,39282,14
41019,90008,16
67808,67770,5
27499,89143,6
38128,97425,11
54559,98698,15
16799,98884,13
88294,90512,10
90396,59336,8
93410,48339,3
91278,37669,8
91288,60815,8
35672,88016,2
2972,2894,5
13425,13464,2
95911,7056,9
62782,90394,13
99724,35162,14
43079,69471,9
23610,91340,3
93957,70236,12
98517,35655,13
94066,72838,8
91683,2686,8
25025,25112,6
95933,65234,11
49236,96404,9
95045,94904,8
21381,21241,8
7762,7989,5
69982,90545,5
92682,83024,8
41704,95476,2
27477,27325,4
50478,92342,4
99247,32757,11
98662,71008,15
37428,39684,7
95231,35910,8
93628,22441,5
89885,79090,3
58102,98764,11
91618,42388,7
68515,99333,7
83445,98865,12
62348,62350,1
76440,91507,9
71560,95016,7
44598,95084,8
6161,97486,9
8090,8976,3
8090,8152,2
8976,8152,6
96625,83029,10
35022,88600,6
98821,30070,15
5010,94516,7
64242,76660,10
71748,91519,12
53347,90437,5
85267,54436,1
85267,54376,13
54436,54376,1
99617,37618,13
14664,99619,13
96976,25334,11
66307,93272,9
25493,93438,8
35588,93378,8
55296,88846,13
72010,90502,9
85756,15094,11
34122,33805,5
34332,88736,7
23994,89906,11
94294,26428,5
46952,48261,2
74860,97607,11
15731,93667,8
37052,98943,13
98678,79482,9
82574,95072,9
87179,50919,2
87179,50895,13
87179,92234,6
50919,50895,2
50919,92234,1
50895,92234,7
99627,55863,11
5884,93370,7
64771,97134,10
74160,89796,14
58859,90963,14
92900,27750,2
5324,5203,11
692,610,3
39984,95255,5
91572,71040,6
66705,99253,14
72923,73053,2
63622,89681,6
63622,63086,10
89681,63086,6
3722,3701,5
50633,97945,13
10957,11112,7
56818,89347,15
57415,57311,3
41229,94123,4
98933,3022,9
98933,3321,10
3022,3321,12
97992,4444,10
53783,95097,5
99857,47375,13
93658,57233,6
88597,51273,8
98545,74514,12
4964,98968,13
97420,6762,15
42678,42691,8
16812,16760,3
98052,59788,5
36453,94473,9
89032,28430,11
98456,47696,15
34505,34447,8
48582,48876,2
91676,65718,3
63404,98250,13
95749,59479,3
80927,99220,7
11603,10861,1
794,840,11
58955,98347,12
83090,88749,15
13786,96807,3
22782,97106,11
94908,73080,8
60469,60197,8
74255,74409,4
42145,99674,15
61758,95573,12
18406,89809,7
23098,91256,4
83989,90349,14
91647,1042,3
76960,89855,4
92749,15827,9
96461,46195,9
23828,23725,6
96668,82641,12
96564,91409,1
96564,50067,4
91409,50067,2
93691,16132,5
88949,54756,12
65461,65575,7
44200,89570,3
72429,92173,2
45979,88111,14
97128,69205,11
99145,82078,12
96527,33230,11
3396,96599,10
57868,96279,14
95334,50430,5
95334,49200,1
50430,49200,1
13716,99799,7
99067,11635,14
33420,91466,3
96819,47935,11
94120,14376,15
88620,38612,14
64961,99439,15
88316,61712,6
99245,59832,10
92738,30866,3
93769,75409,3
61799,88839,11
61799,67351,11
88839,67351,15
44566,52135,7
95857,75069,4
95857,75471,12
75069,75471,5
49342,94072,5
89830,80034,15
51330,51354,9
56501,95929,6
98373,81508,10
89692,43875,7
89450,553,11
49634,49801,8
18742,99203,9
95441,19002,3
658,613,8
88633,18252,4
68863,96810,11
44747,91583,8
96634,69619,12
10598,11083,4
50238,50169,1
23684,95463,4
95693,84445,1
18564,18991,3
1027,99717,10
94025,56728,12
61726,94812,14
10960,90272,11
15329,96233,5
90038,69965,6
3088,95655,10
98984,78498,12
55008,55029,7
43010,91752,6
35816,35699,7
50944,88478,7
88436,60701,5
94330,52870,8
69128,68841,7
57141,98993,12
93214,70233,7
59181,94957,13
98703,3873,12
84843,84748,12
51086,95262,7
47200,96559,7
44093,95967,9
54539,99988,4
95717,15985,9
64356,99737,11
94546,76885,6
64261,93414,6
64261,64264,1
93414,64264,1
91591,53399,5
98185,45159,6
9946,9617,1
77339,98639,16
95877,833,4
69170,91153,12
92779,62706,4
91739,65287,10
30955,30930,4
28617,28539,6
82195,81753,8
99132,11816,12
92102,13268,2
57474,57422,1
75245,93293,5
32472,95122,5
69327,99404,13
89103,99682,14
90830,80376,11
57385,99133,15
77380,98478,11
99445,4181,9
62375,62673,2
98807,44950,10
28479,28448,9
95976,28142,5
99135,37621,10
89701,13621,15
15842,94697,5
95406,49004,10
93367,27279,4
95275,30236,10
49578,49265,9
17661,17898,6
35482,94580,7
98669,28840,10
93585,56635,3
99607,78581,8
73363,97088,11
73363,73395,12
97088,73395,7
89950,31977,6
92592,82337,6
28018,95823,6
35035,92546,8
46658,47193,8
16252,97880,12
675,92487,9
66124,66144,7
92272,74083,7
92282,5965,9
61939,99984,12
54835,90549,11
5682,99889,13
65573,65689,7
37330,96953,8
19986,88678,12
45607,45413,9
96826,80683,6
60557,60429,3
20897,93840,5
26086,99457,14
29625,99285,12
6651,6685,9
84763,84685,1
99415,35855,11
99415,95251,4
99415,95169,6
35855,95251,4
35855,95169,7
95251,95169,3
12724,95348,8
30432,30326,6
98612,19529,9
96621,24352,11
60021,60027,2
42403,88704,5
96258,70793,4
88177,45865,15
70625,95558,6
77393,97344,11
96273,5156,5
51301,99814,13
96121,31629,7
52816,89034,11
28717,88975,13
96143,29955,8
74830,74809,5
91597,28021,6
71761,71374,13
97266,59067,9
95997,48205,7
24720,24883,1
99391,34656,14
38079,37760,1
40856,95332,6
99816,23997,14
89641,79913,12
93811,54399,3
14662,92680,3
82048,95388,4
39850,39418,1
25130,25150,4
25130,96199,3
25150,96199,7
38924,91604,7
94903,10384,10
51953,51703,12
73260,74379,7
73260,73268,9
74379,73268,4
91175,61111,11
75003,93794,6
45097,99342,14
77305,77205,1
10428,9854,1
72120,88096,12
75858,94716,11
93820,4170,6
70571,93896,1
10330,93169,7
92160,87496,4
10790,95387,5
63706,89616,13
12256,99800,11
45583,45307,7
99191,52880,13
37127,95593,6
91100,86827,5
72603,89832,7
6085,4960,11
59383,98876,14
94713,55156,10
23227,90916,10
2064,2071,6
92421,94415,6
92421,78809,6
94415,78809,10
88060,75426,10
28700,94688,8
37525,37548,2
42857,98147,9
57851,85843,1
96549,85204,6
19352,94474,6
99918,36311,14
50584,99973,15
30478,30479,5
66502,66371,12
39669,93668,3
83759,83268,5
53216,96913,3
84237,88465,7
98787,33084,15
93602,63473,2
39624,39632,9
73809,88921,9
91158,14748,6
97075,65256,13
35197,35039,1
6251,89490,15
32959,32977,12
98751,57403,14
42662,42594,9
39599,39678,3
36900,91680,2
82411,90646,8
1551,92137,5
54088,92070,5
99913,78035,13
24618,91979,6
75778,92669,4
88435,28505,9
99896,58168,11
16127,91450,5
89503,43247,5
39425,39826,8
42389,96774,11
86416,74123,2
19322,19361,5
74376,74998,1
9832,9909,10
95732,43677,11
95964,80555,7
58503,98226,9
75403,98404,9
10934,10617,2
19803,90044,11
99108,75732,14
1033,96704,14
74924,96608,7
95191,17205,6
89486,54420,15
20740,92324,5
41303,88833,14
61549,92980,1
61549,61597,2
92980,61597,8
51754,51674,13
52710,94409,6
29349,94783,8
99175,84959,9
97962,7243,12
91287,50033,7
63008,96091,10
94813,59460,7
18683,97232,11
94864,19101,7
18593,93928,7
32929,90337,12
6074,94341,10
73737,95247,12
3635,90609,10
48791,48830,6
92233,56631,9
94484,36629,4
43572,90385,11
77994,77978,8
77194,77443,11
41415,41408,8
41415,42285,7
41408,42285,6
35612,96052,8
83708,96481,11
81762,93520,4
42865,99510,9
95632,46476,6
79620,97765,9
51861,51713,3
34935,93167,5
71450,71542,4
29346,94927,4
90259,73057,3
36626,88236,3
59070,8489,1
59070,26683,1
8489,26683,1
43923,96538,8
75406,91420,7
99585,82605,11
98695,88490,12
98695,25873,14
88490,25873,13
99153,25249,11
58933,98618,11
94452,66119,14
20742,20727,9
77383,50534,1
96029,84777,4
3104,2113,15
73090,73277,8
36260,40028,7
1517,92228,2
97483,21407,13
25610,99961,11
42411,99928,13
23888,24897,1
23888,91394,1
24897,91394,5
46459,98818,11
89722,59003,7
90662,3003,11
89587,49604,9
95397,34139,10
51621,88898,15
71582,71479,10
31202,91821,4
40158,93712,7
40310,89845,15
6784,91455,3
90377,71710,12
99227,77281,13
37043,92607,8
45184,46157,5
45184,45152,3
46157,45152,2
75743,75696,9
26906,95959,9
93217,8533,9
37520,37514,2
97603,15143,12
55711,94303,6
92956,47884,6
57478,56189,6
96701,64898,10
95872,8339,8
95872,91354,3
8339,91354,4
4026,99423,7
59650,60032,5
77691,99618,11
92074,38045,3
91562,49933,4
99313,33180,12
46769,93295,6
67266,88092,7
97008,1947,9
8780,88517,1
51016,50975,7
304,98998,13
42200,97367,10
15856,89846,2
29680,28577,4
90771,421,3
96032,68548,4
80929,84697,2
80929,99287,1
84697,99287,10
73465,73401,5
1110,89443,14
38614,94394,4
98587,60870,11
75564,99867,12
43967,47760,10
31063,91338,7
31565,99532,14
13902,13831,5
16243,88340,7
68176,68482,2
98616,7597,11
78317,78525,1
55024,55039,9
37320,89925,5
91833,3122,6
91833,3799,3
91833,3221,6
3122,3799,4
3122,3221,7
3799,3221,5
54116,97991,13
40848,91722,10
56221,95396,10
88149,67790,13
39407,39361,5
92902,59739,3
74634,74646,10
29854,99515,12
3258,91727,8
83226,98904,10
26569,26516,4
77296,92172,6
77296,99504,12
92172,99504,4
53565,53658,5
1439,87724,1
75051,75070,5
2021,2069,9
92821,38934,10
21981,21698,2
78923,94938,4
1952,89890,9
28516,30142,3
40418,40414,9
1834,98898,15
32801,32817,6
55198,88732,4
44188,44339,2
14526,14550,7
93287,87626,3
6421,99506,14
48125,93787,2
99994,12866,9
91539,60773,3
64507,64585,4
63199,63278,12
56116,94518,6
95710,40863,9
98515,25361,8
27264,27237,12
88374,16308,9
99832,61529,10
40144,88288,10
82725,94013,8
75203,99174,13
54170,54185,1
94117,45403,8
99825,62279,14
16353,16462,2
35446,93480,10
32982,93810,4
92561,33247,2
47885,97170,9
60922,58708,6
26282,98942,14
23907,23910,3
94521,81019,3
68073,68104,6
96003,27181,2
72636,94708,5
94594,19158,12
