doc_id,row_idx
24925,1883
99550,1884
42950,1885
23244,1886
28571,1887
25323,1888
44320,1889
80490,1890
15995,1891
99488,1892
53634,1893
72286,1894
64819,1895
61982,1896
61995,1897
68008,1898
96274,1899
10086,1900
35877,1901
82942,1902
31333,1903
95691,1904
49511,1905
95206,1906
77111,1907
74855,1908
49391,1909
48362,1910
46308,1911
40789,1912
70302,1913
80238,1914
13931,1915
31346,1916
29211,1917
99629,1918
12782,1919
13493,1920
52812,1921
93537,1922
80400,1923
17916,1924
80524,1925
90529,1926
72831,1927
90626,1928
30671,1929
78649,1930
85719,1931
20011,1932
31083,1933
85909,1934
33268,1935
20528,1936
23410,1937
74461,1938
80314,1939
23607,1940
52133,1941
88862,1942
95470,1943
62247,1944
18026,1945
23623,1946
48041,1947
79901,1948
81695,1949
77606,1950
7970,1951
91210,1952
4532,1953
4622,1954
92563,1955
17950,1956
61276,1957
47120,1958
6065,1959
61270,1960
72744,1961
58781,1962
31646,1963
96854,1964
94825,1965
36319,1966
87198,1967
16232,1968
